Time	Mag	MagErr	Band	GCN
445	17.46	0.15	U	16214
28488	20.9	0.2	R	16217
182.5	17.19	0.03	white(fc)	16219
826.5	17.82	0.05	white	16219
6178	20.07	0.14	white	16219
12201.5	21.52	0.26	white	16219
1113	>18.87	?	v	16219
5870.5	19.82	0.32	v	16219
1048	19.40	0.30	b	16219
6603.5	>20.57	?	b	16219
445	17.34	0.07	u(fc)	16219
908	17.50	0.07	u	16219
6485.5	20.04	0.34	u	16219
1085.5	18.60	0.29	uvw1	16219
6280.5	>20.29	?	uvw1	16219
1060.5	>18.86	?	uvm2	16219
6075	>20.17	?	uvm2	16219
1098	>19.41	?	uvw2	16219
6384	>19.97	?	uvw2	16219
