time	flux	flux_err	band
114.0	8.426501225792643e-13	3.577555888451051e-13	R
156.0	1.3355104429023995e-12	1.175104429023994e-13	R
197.0	1.7605456407685367e-12	8.36598154382993e-13	R
238.0	1.7605456407685367e-12	0.0	R
351.0	1.7605456407685367e-12	2.961875594045306e-13	R
452.0	1.3355104429023995e-12	4.11562956516852e-13	R
655.0	1.1108292023354958e-12	9.774092913244679e-14	R
756.0	1.1108292023354958e-12	1.8688171594995212e-13	R
959.0	1.1108292023354958e-12	9.774092913244679e-14	R
1060.0	1.3355104429023995e-12	0.0	R
1832.0	5.316762836685228e-13	5.316762836685228e-13	R
