1790	16	0	P\	26536
1991	16.7	0	P\	26536
2192	16.6	0	P\	26536
2394	17	0	P\	26536
38410	16.7	0.1	R	26551
35434.8	17.13	0.01	r	26553
142	10.5	0	n/a	26555
13860	16.5	0.01	R	26560
13860	15.86	0.01	I	26560
68940	17.6	0.2	R	26561
60669	18.1	0.2	Clear	26565
60915	18.3	0.2	V	26565
61118	18.3	0.2	Clear	26565
61293	17.9	0	V	26565
429	12.3	0.02	u_swift	26574
569.5	13.54	0.04	b_swift	26574
620	13.2	0.06	uvw2_swift	26574
645	13.42	0.05	v_swift	26574
669	12.79	0.06	uvm2_swift	26574
694	12.82	0.05	uvw1_swift	26574
