time_sec	flux	flux_err	band_init	band_norm	source
38410	2.563932707659122e-12	2.361469292838302e-13	R	R	26551
35434.8	2.069600070412934e-12	1.9162249052570905e-14	r	R	26553
13860	3.0825251071708814e-12	2.8391105442206175e-14	R	R	26560
13860	3.806331444942988e-12	4.8390351613536704e-14	I	R	26560
68940	1.1191972196916007e-12	2.0616374673458096e-13	R	R	26561
60915	7.692149150305837e-13	1.4178253262137473e-13	V	R	26565
429	9.822310246504091e-11	2.969794237179804e-12	u_swift	R	26574
569.5	7.642967204826867e-11	3.0561415912015497e-12	b_swift	R	26574
620	2.74321069650684e-11	1.9533320146544558e-12	uvw2_swift	R	26574
645	6.804795112440583e-11	3.167474729293752e-12	v_swift	R	26574
669	3.531195538075929e-11	2.4499363016126066e-12	uvm2_swift	R	26574
694	4.5206537026089305e-11	2.610000837646654e-12	uvw1_swift	R	26574
