time_sec	mag	mag_err	band
126748.8	19.95526222379724	0.010000002652897489	R
175219.2	19.8952623765464	0.02999999088156755	R
212716.8	19.825263016039713	0.009999998334016491	R
249782.4	19.735262327198335	0.019999998451559548	R
301795.2	19.63526257546176	0.010000000255061666	R
432259.2	19.335262823036924	0.020000001298891748	R
472694.4	19.325262041067212	0.010000000032914517	R
681782.4	19.195262074330497	0.019999994538681513	R
783820.8	19.15526259444182	0.01999999799295725	R
951696.0	19.195262074330497	0.019999994538681513	R
1035504.0	19.185261550575344	0.04000000787099618	R
1386288.0	19.355261131739162	0.039999992915220474	R
1470787.0	19.385262644265804	0.01999999793991546	R
1721261.0	19.575263280839792	0.020000000632094898	R
1985299.0	19.69526139107012	0.01999999535549409	R
2242599.0	19.935261300843635	0.030000005916264873	R
2586903.0	20.40526383107396	0.03999999838925231	R
2929047.0	20.695261906093627	0.04000000391257521	R
3188247.0	20.94526288556869	0.07000000627382873	R
3282163.0	21.065263725415832	0.13000001012302098	R
3967575.0	21.225261460486262	0.07999998178413516	R
4222109.0	21.315262221728226	0.07000001042497589	R
4739299.0	21.435260737355616	0.07000001500948931	R
4955731.0	21.505260343958863	0.06999999801542027	R
