0.0003239	13.442	0.05	0.05	x	2.1462
0.0009259	15.172	0.1	0.1	x	3.1462
0.0534236	19.938299	0.09	0.09	x	4.1462
0.0550208	19.888299	0.08	0.08	x	5.1462
0.0566285	20.008299	0.08	0.08	x	6.1462
0.0598275	19.802	0.09	0.09	x	7.1462
0.0614271	19.802	0.1	0.1	x	8.1462
0.0614271	19.802	0.1	0.1	x	9.1462
0.061567	19.542	0.2	0.2	x	10.1462
0.0646632	19.823565	0.25	0.25	x	11.1462
0.0726493	20.008299	0.08	0.08	x	12.1462
0.0742465	20.448299	0.12	0.12	x	13.1462
0.0758449	20.208299	0.1	0.1	x	14.1462
0.0774456	19.882	0.1	0.1	x	15.1462
0.0790428	20.072	0.12	0.12	x	16.1462
0.0806424	20.272	0.12	0.12	x	17.1462
0.083333	20.242	0.1	0.1	x	18.1462
0.0838762	20.293565	0.14	0.14	x	19.1462
0.0918681	20.668299	0.14	0.14	x	20.1462
0.0934653	20.328299	0.1	0.1	x	21.1462
0.0950637	20.318299	0.1	0.1	x	22.1462
0.096662	20.472	0.15	0.15	x	23.1462
0.113588	20.53665	0.23	0.23	x	24.1462
0.113588	20.53889	0.3	0.3	x	25.1462
0.3403903	21.042	0.3	0.3	x	26.1462
0.3403903	21.1093	0.3	0.3	x	27.1462
0.479167	20.982	0.08	0.08	x	28.1462
0.589317	20.742	0.3	0.3	x	29.1462
0.73	20.8093	0.3	0.3	x	30.1462
0.969271	20.772	0.09	0.09	x	31.1462
