time_sec	flux	flux_err	band_init	band_norm	source
0.85	1.901413751952397e-12	5.25380035303136e-13	R	R	Tarot
1.15	1.5961607625817572e-12	4.410355173531314e-13	R	R	Tarot
1.55	1.7501554737101725e-12	4.83585828502437e-13	R	R	Tarot
2.17	1.3648239364962911e-12	2.0112788804721995e-13	R	R	Tarot
2.84	1.3033967405785475e-12	1.4405673144543316e-13	R	R	Tarot
3.51	1.0741789328944986e-12	2.1765817903201888e-13	R	R	Tarot
4.17	1.1248034263486774e-12	1.7611698094001816e-13	R	R	Tarot
4.84	1.429146106968476e-12	2.2376967546989393e-13	R	R	Tarot
11.86	1.799188351229318e-12	4.3084956481103295e-13	R	R	Tarot
13.53	2.0657446212189448e-12	3.8052422166010994e-13	R	R	Tarot
15.2	1.782693293276955e-12	2.462881801487987e-13	R	R	Tarot
16.87	1.936763672866378e-12	3.2108854764920533e-13	R	R	Tarot
18.53	1.5384260693460643e-12	4.109134043381619e-13	R	R	Tarot
20.2	1.5384260693460643e-12	1.5586370509378555e-13	R	R	Tarot
22.81	1.429146106968476e-12	3.159101300751443e-13	R	R	Tarot
24.47	1.3033967405785475e-12	1.920756419272442e-13	R	R	Tarot
26.14	1.3276286951711146e-12	1.1005120953115719e-13	R	R	Tarot
27.81	1.3648239364962911e-12	2.388393670560737e-13	R	R	Tarot
29.48	1.2678755608777313e-12	7.006539278996469e-14	R	R	Tarot
31.14	1.0643308012426925e-12	4.9014244739116646e-14	R	R	Tarot
38.98	1.0071093561220675e-12	4.637909980843009e-14	R	R	Tarot
42.15	7.295862333027941e-13	1.411144883279619e-13	R	R	Tarot
48.48	6.715473360005654e-13	3.711107724275437e-14	R	R	Tarot
51.65	5.483737161108881e-13	1.2626771441066796e-13	R	R	Tarot
58.66	5.094207496606172e-13	7.037907745382332e-14	R	R	Tarot
61.83	4.276383356428043e-13	1.0240606031176617e-13	R	R	Tarot
84.94	4.561173900859768e-13	5.0411956947231375e-14	R	R	Tarot
91.28	2.64896750374623e-13	3.6596838515710305e-14	R	R	Tarot
126.4	1.8158360360737388e-13	1.505202115674524e-14	R	R	Tarot
195.34	1.4160436167034978e-13	1.565069242968407e-14	R	R	Tarot
261.71	1.2678755608777313e-13	9.34205237199529e-15	R	R	Tarot
