z=   9.8000002e-01 0.
TotalEnergy(erg)    2.2856283535696263e+06    2.1751950663175774e+05
TotalEnergy_common(erg)    6.2742956079501286e+06    1.4257245457256106e+06
Energy1(erg)    1.8553769464633327e+07    4.5488822253702618e+06
Energy2(erg)    1.9004344040249411e+07   -4.7276252955488786e+06
Energy3(erg)    3.3120974794289330e+06    3.1950547052621830e+05
Energy4(erg)    4.9676096369485563e+05    7.6226709282520431e+04
T_min_T_max    7.7171716428316330e+01    1.2572424121313152e+05
Interval1    7.7171716428316330e+01    2.2654467048489478e+03
Interval2    2.2654467048489478e+03    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    8.0693795215246850e+04
Interval4    8.0693795215246850e+04    1.2572424121313152e+05
