328.3	30.	2.5995738203509442e-12	5.028021683323506e-13
572.5	45.5	3.154293898665595e-12	2.9052121276307913e-13
584.9	30.	3.125375157949283e-12	5.757153964702809e-13
841.6	30.	2.437261645818702e-12	4.2651218961590626e-13
960.3	44.5	2.24337643537323e-12	2.066226114708152e-13
1366.9	45.	2.122766148334437e-12	1.9551399319113097e-13
1756.2	45.5	1.7017750492162432e-12	1.880871346924541e-13
3894.8	50.	7.566623879417041e-13	4.181471004145066e-14
4283.6	50.	6.900842985886555e-13	2.542364583332563e-14
11369.8	60.	3.655124227046642e-13	1.346597568083975e-14
11445.7	15.	3.522914813044682e-13	1.2978898185482777e-14
11843.2	15.	3.555511942955628e-13	1.3098990453591718e-14
12232.	15.	3.522914813044682e-13	1.2978898185482777e-14
12707.2	15.	3.458614370191894e-13	1.274200659276597e-14
37052.2	600.	1.3768991620555404e-13	2.536342061100067e-14
76882.8	30.	1.686173023698888e-13	6.2120911685575695e-15
79037.1	90.	1.610282735276777e-13	5.932501005590716e-15
85590.	900.	1.199229034722595e-13	2.3195146614618178e-14
90421.4	15.	1.31492849055983e-13	4.844375724605445e-15
90563.1	15.	1.3642756744734714e-13	6.282721842420497e-15
90730.4	22.5	1.33937483675889e-13	4.934439394935993e-15
90933.4	22.5	1.3270953742641054e-13	4.889200181968899e-15
162116.4	30.	4.0077638871406484e-14	1.4765148237489736e-15
247358.5	175.	1.918236378248027e-14	7.067044186473948e-16
333297.1	175.	9.792692524191658e-15	4.509701695120504e-16
507168.7	450.	4.1581687764086844e-15	3.0638520685897336e-16
523451.3	225.	3.364357294463837e-15	1.5493438353500228e-16
