Time	Mag	MagErr	Band	GCN
131.	18.63	0.06	white	28827
363.5	19.45	0.23	u	28827
131.	17.98	0.05	white(FC)	28851
21137.5	>21.1	?	white	28851
3747.5	>19.0	?	b	28851
363.5	18.72	0.16	u(FC)	28851
28323.4		21.01		0.02	r	28840
71401.8	     21.20  0.1    R 		28852
166122      22.20  0.21   R             28871
428037 	    22.89  0.09   R 	29198
788645	    23.20  0.12   R 	29198
6402.24   	 20.4   1.8(S/N)   CR		28856
87048 		 22.40    0.23	  R	28860
54720  		21.5	0.3		g'	28870
54720 		20.7	0.2		Rc	28870
54720           20.3	0.3		Ic	28870
