z=   3.8478999e+00 0.
TotalEnergy(erg)    2.7374925052373261e+50    3.6808763694973983e+49
TotalEnergy_common(erg)    2.2160580650180308e+50    1.6256020334937711e+49
Energy1(erg)    8.0185341266467697e+49    7.8450469303299407e+49
Energy2(erg)    1.5795933924360640e+50    4.7079424713720272e+49
Energy3(erg)    3.5604570013652830e+49    4.8072940757924258e+48
T_min_T_max    1.0753109785071639e+02    2.0761546605725722e+04
Interval1    1.0753109785071639e+02    0.0000000000000000e+00
Interval2    0.0000000000000000e+00    8.5426880218540828e+03
Interval3    8.5426880218540828e+03    2.0761546605725722e+04
