z=   3.8478999e+00 0.
TotalEnergy(erg)    9.0582799864497164e+05    5.2317446804816637e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    3.6456942836027604e+05    2.7463253332090669e+05
Energy2(erg)    9.9344093331547527e+04   -1.9644111644907881e+05
T_min_T_max    7.8116299167593127e+02    6.8559583718861704e+03
Interval1    7.8116299167593127e+02    1.9253096307101096e+04
Interval2    1.9253096307101096e+04    6.8559583718861704e+03
