Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes
 -9.  -9. 2783.    -9. 147.   white 20.47  -9.     0.39  0.19   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 3377.    -9. 197.   white 20.64  -9.     0.28  0.22   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 4812.    -9. 197.   white 19.41  -9.     0.10  0.10   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 101891.  -9. 3219.  white 23.2  100.	   -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 3787.    -9. 197.   v     19.02  -9.     0.22  0.18   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 8657.    -9. 197.   v     18.69  -9.     0.25  0.20   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 15407.   -9. 295.   v     18.76  -9.     0.15  0.13   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 15710.   -9. 295.   v     18.66  -9.     0.14  0.12   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 16014.   -9. 295.   v     18.75  -9.     0.15  0.13   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 32933.   -9. 295.   v     20.06  -9.     0.39  0.29   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 33237.   -9. 295.   v     19.98  -9.     0.37  0.27   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 62874.   -9. 44.    v     19.1  100.	   -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 102333.  -9. 2996.  v     21.8  100.	   -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 222873.  -9. 9630.  v     22.2  100.	   -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 312805.  -9. 9418.  v     22.2  100.	   -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 498648.  -9. 6804.  v     21.8  100.	   -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 596971.  -9. 11369. v     22.1  100.	   -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 639792.  -9. 17900. v     22.4  100.	   -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 726351.  -9. 14756. v     22.2  100.	   -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 3172.    -9. 197.   b     20.5  100.	   -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 4607.    -9. 197.   b     20.08  -9.     0.22  0.18   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 22088.   -9. 295.   b     20.44  -9.     0.23  0.19   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 22352.   -9. 219.   b     20.67  -9.     0.32  0.25   -9.  UVOT holland11 0 NNN 0. 0. 0 nnn
 -9.  -9. 39624.   -9. 295.   b     21.4  100.     -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 101443.  -9. 3217.  b     22.2  100.     -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 2967.    -9. 197.   u     20.0  100.     -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 101188.  -9. 321.   u     20.3  100.     -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 4197.    -9. 197.   uvw1  20.4  100.     -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 3992.    -9. 197.   uvm2  20.0  100.     -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
 -9.  -9. 3582.    -9. 197.   uvw2  20.4  100.     -9.   -9.    -9.  UVOT holland11 1 NNN 0. 0. 0 nnn
#515.      -9.  -9.    -9. 23.0   H      15.18   0.30   -9.  -9.  -9. REM holland11 0 2MASS 0. 0. 0 nnn
#781.      -9.  -9.    -9. 35.5   H	14.86   0.16   -9.  -9.  -9. REM holland11 0 2MASS 0. 0. 0 nnn
#1185.     -9.  -9.    -9. 61.0   H	15.73   0.24   -9.  -9.  -9. REM holland11 0 2MASS 0. 0. 0 nnn
#1791.     -9.  -9.    -9. 86.0   H	15.21   0.12   -9.  -9.  -9. REM holland11 0 2MASS 0. 0. 0 nnn
#154.      -9.  -9.    -9. 36.0   J	14.83   0.13   -9.  -9.  -9. REM holland11 0 2MASS 0. 0. 0 nnn
#233.      -9.  -9.    -9. 35.5   J	14.80   0.12   -9.  -9.  -9. REM holland11 0 2MASS 0. 0. 0 nnn
#312.      -9.  -9.    -9. 35.5   J	15.12   0.17   -9.  -9.  -9. REM holland11 0 2MASS 0. 0. 0 nnn
#391.      -9.  -9.    -9. 35.5   J	15.33   0.22   -9.  -9.  -9. REM holland11 0 2MASS 0. 0. 0 nnn
#458.      -9.  -9.    -9. 23.5   J	15.56   0.36   -9.  -9.  -9. REM holland11 0 2MASS 0. 0. 0 nnn
#1053.     -9.  -9.    -9. 61.0   J	15.67   0.17   -9.  -9.  -9. REM holland11 0 2MASS 0. 0. 0 nnn
#1608.     -9.  -9.    -9. 85.5   J	16.23   0.21   -9.  -9.  -9. REM holland11 0 2MASS 0. 0. 0 nnn
330.048   -9.  -9.    -9. 30.0   RC	16.42   0.16   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
369.792   -9.  -9.    -9. 30.0   RC	16.75   0.21   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
409.536   -9.  -9.    -9. 30.0   RC	16.89   0.24   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
448.416   -9.  -9.    -9. 30.0   RC	16.83   0.22   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
487.296   -9.  -9.    -9. 30.0   RC	16.78   0.22   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
527.040   -9.  -9.    -9. 30.0   RC	16.91   0.24   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
565.920   -9.  -9.    -9. 30.0   RC	16.95   0.25   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
604.800   -9.  -9.    -9. 30.0   RC	17.11   0.29   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
644.544   -9.  -9.    -9. 30.0   RC	16.98   0.26   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
683.424   -9.  -9.    -9. 30.0   RC	16.88   0.24   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
722.304   -9.  -9.    -9. 30.0   RC	16.87   0.23   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
762.912   -9.  -9.    -9. 30.0   RC	16.94   0.25   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
801.792   -9.  -9.    -9. 30.0   RC	16.89   0.24   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
840.672   -9.  -9.    -9. 30.0   RC	17.11   0.29   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
894.240   -9.  -9.    -9. 60.0   RC	17.16   0.16   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
964.224   -9.  -9.    -9. 60.0   RC	17.14   0.16   -9.  -9.  -9. REM holland11 0 USNOB1 0. 0. 0 nnn
