time_sec	flux	flux_err	band_init	band_norm	source
123947.71200000003	6.35529331329063e-14	6.4381574807078434e-15	V	R	astro-ph0110315
123947.71200000003	6.040779880892103e-14	4.506648744031363e-15	R	R	astro-ph0110315
370706.112	1.3851378944811697e-14	3.8272774410882006e-16	R	R	astro-ph0110315
371829.31200000003	1.5462280889323194e-14	1.1507012897223467e-15	I	R	astro-ph0110315
1.219845312e6	2.7560875598436788e-15	2.386143424986178e-16	R	R	astro-ph0110315
1.2224373120000002e6	3.555277942682782e-15	3.083228827271601e-16	I	R	astro-ph0110315
9.66977e6	7.861275397597404e-16	8.616197638196024e-17	R	R	astro-ph0110315
9.6721e6	1.4114761963458984e-15	1.3456093065679133e-16	I	R	astro-ph0110315
1.464916e6	1.5987018228208283e-15	1.7457272180153291e-16	B	R	astro-ph0109287
2.159572e6	1.201620890740775e-15	1.36250352963231e-16	B	R	astro-ph0109287
4.57618e6	6.978586566925052e-16	1.459430441563295e-16	B	R	astro-ph0109287
1.466094e6	1.973038679114441e-15	1.371698792663714e-16	V	R	astro-ph0109287
2.162478e6	1.5105517180346843e-15	1.0501679413676072e-16	V	R	astro-ph0109287
4.579086e6	7.927488107177145e-16	1.1451384414075373e-16	V	R	astro-ph0109287
1.467522e6	2.5415169521003213e-15	1.6385765332994014e-16	R	R	astro-ph0109287
2.163042e6	1.91026232673397e-15	1.0556499737389824e-16	R	R	astro-ph0109287
4.57965e6	1.2505268210379789e-15	1.7276666499067695e-16	R	R	astro-ph0109287
1.4686859999999998e6	3.073785506226323e-15	2.644383833953221e-16	I	R	astro-ph0109287
2.16075e6	2.6526109523103536e-15	2.1051773952044515e-16	I	R	astro-ph0109287
4.577358e6	1.5691828697804739e-15	1.69932755126851e-16	I	R	astro-ph0109287
1.4605e6	4.768205381914624e-15	8.717924090136481e-16	J	R	astro-ph0109287
2.155302e6	4.638258547655829e-15	8.049759788368555e-16	J	R	astro-ph0109287
4.74471e6	2.9536222679600886e-15	5.641522510445595e-16	J	R	astro-ph0109287
124584.	6.040779880892103e-14	4.451011105216161e-15	R	R	astro-ph0109287
124584.	6.35529331329063e-14	6.4381574807078434e-15	V	R	astro-ph0109287
371820.	1.3838627226626061e-14	7.647508022287368e-16	R	R	astro-ph0109287
372693.99999999994	1.5405420546291795e-14	1.2226121237049495e-15	I	R	astro-ph0109287
1.220883e6	2.7611691396189325e-15	2.3905429144457774e-16	R	R	astro-ph0109287
1.2231e6	3.561833042292885e-15	3.0642521077676693e-16	I	R	astro-ph0109287
3.106888e6	1.663768933850072e-15	3.0647756362158177e-16	R	R	astro-ph0109287
3.106888e6	2.604195346062977e-15	5.021213816015166e-16	I	R	astro-ph0109287
9.66816e6	7.963298784122002e-16	7.334469228550773e-17	R	R	astro-ph0109287
9.6768e6	1.4311117861714081e-15	1.5498051463730198e-16	I	R	astro-ph0109287
437810.11199999996	8.39010643331282e-15	2.462613580273114e-15	B	R	astro-ph0504592
1.018050912e6	2.166543783793096e-15	2.9297379433055416e-16	B	R	astro-ph0504592
1.4712873120000002e6	1.9044407696541102e-15	2.82594243047252e-16	B	R	astro-ph0504592
437810.11199999996	1.007246110832798e-14	1.903444203647089e-15	V	R	astro-ph0504592
690404.1120000001	5.001906844502792e-15	3.853781224120435e-16	V	R	astro-ph0504592
869345.7119999999	4.122262078299169e-15	3.1760479937191185e-16	V	R	astro-ph0504592
1.472410512e6	2.416215128220064e-15	2.4477192060070203e-16	V	R	astro-ph0504592
426234.91199999995	1.2390619222296267e-14	1.7118273068534914e-15	R	R	astro-ph0504592
689194.5120000001	6.502689404975326e-15	2.9945991376533014e-16	R	R	astro-ph0504592
870634.5119999999	4.9327943599941374e-15	2.271635752025521e-16	R	R	astro-ph0504592
1.4701641119999997e6	2.8647914432344156e-15	2.110856342953108e-16	R	R	astro-ph0504592
1.636672512e6	2.588767280002929e-15	2.384342779266195e-16	R	R	astro-ph0504592
328691.712	3.1309314453677035e-14	8.83299187682341e-15	I	R	astro-ph0504592
437810.11199999996	1.431111786171408e-14	2.759362228278953e-15	I	R	astro-ph0504592
607532.1119999998	1.179433769828196e-14	1.2772534919693115e-15	I	R	astro-ph0504592
688071.3119999999	7.864544215605786e-15	6.2414960218192425e-16	I	R	astro-ph0504592
871844.1120000002	6.363170473753728e-15	5.474248316741157e-16	I	R	astro-ph0504592
1.4736201120000002e6	3.764207523990866e-15	5.625109163760518e-16	I	R	astro-ph0504592
944592.912	6.766357712164345e-15	1.6838779027452127e-15	J	R	astro-ph0504592
945456.9119999999	6.843727281485274e-15	2.084988318691286e-15	H	R	astro-ph0504592
946320.912	1.6229832374472325e-14	4.2892667771749e-15	Ks	R	astro-ph0504592
2.924075e7	8.976210132227847e-16	1.240109258522997e-16	R	R	astro-ph0504592
2.91095e7	1.5691828697804739e-15	3.02558051856894e-16	I	R	astro-ph0504592
3.206134e7	1.6431361800595697e-15	2.4554492080607094e-16	I	R	astro-ph0504592
3.214964e7	1.3667011455615906e-15	3.241804987542705e-16	I	R	astro-ph0504592
3.266604e7	2.5332237930556514e-15	4.220725191011747e-16	I	R	astro-ph0504592
8.80276e6	9.797958579727484e-16	2.738643665770177e-16	V	R	astro-ph0504592
3.53296e7	1.0547161575662576e-15	2.9480546387292753e-16	V	R	astro-ph0504592
8.79481e6	2.0667725977683683e-15	8.339135324090115e-16	H	R	astro-ph0504592
3.541365e7	2.206345688961907e-15	3.2970911604376385e-16	I	R	astro-ph0504592
123347	9.084332273359446e-14	1.397285531239137e-14	R	R	796
370451	1.980126841301944e-14	9.665950359680793e-16	R	R	796
328696	3.1309314453677035e-14	8.83299187682341e-15	I	R	815
1.46333e6	1.9220623431355193e-15	2.5991346300992446e-16	B	R	822
1.46546e6	2.104435402180736e-15	2.1318743068683192e-16	V	R	822
1.46671e6	2.3393381901641586e-15	3.2319151464861966e-16	R	R	822
1.46796e6	2.990016317667526e-15	4.468183032181275e-16	I	R	822
1.46116e6	4.768205381914624e-15	8.717924090136481e-16	J	R	822
