Time	Mag	MagErr	Band	GCN
123347	>20.7	?	R	793
123347	>22.5	?	B_J	795
123347	>20.8	?	R_F	795
123347	>19.5	?	I_N	795
123347	20.257	0.167	R	796
370451	21.911	0.053	R	796
328696	>20.50	?	R	815
328696	21.05	0.30	I	815
1.46333e6 24.9	0.1	B	822
1.46546e6 24.6  0.1     V	822
1.46671e6 24.23 0.15	R	822
1.46796e6 23.6  0.15    I	822
1.46116e6 22.38 0.08    J	822
