Tstart(s)          Tend(s)    ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  LowerL   
    232.2     242.4    -9.000    -9.000 Rbe  14.92   0.03  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
    253.8     264.0    -9.000    -9.000 Rbe  14.98   0.03  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
    274.8     285.0    -9.000    -9.000 Rbe  15.03   0.03  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
   2166.0    2220.0    -9.000    -9.000 Rbe  16.99   0.09  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
   2574.0    2604.0    -9.000    -9.000 Rbe  17.22   0.07  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
   2838.0    2898.0    -9.000    -9.000 Rbe  17.33   0.05  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
   3216.0    3336.0    -9.000    -9.000 Rbe  17.47   0.04  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
   3768.0    3948.0    -9.000    -9.000 Rbe  17.79   0.04  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
   4392.0    4512.0    -9.000    -9.000 Rbe  17.78   0.05  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
   4956.0    5136.0    -9.000    -9.000 Rbe  18.13   0.06  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
   5700.0    5940.0    -9.000    -9.000 Rbe  18.25   0.06  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
   6036.0    6504.0    -9.000    -9.000 Rbe  18.34   0.06  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
   6516.0    6666.0    -9.000    -9.000 Rbe  18.44   0.08  -9.00  -9.00  -9.00 Faulkes guidorzi07 0 0
