Time	Flux	Flux_err	Band
31.9	1.0405124674241041e-10	2.742419422105086e-12	R
38.016	9.163202585216105e-11	8.062625042849241e-12	R
39.0	8.654605737840179e-11	2.281045120475347e-12	R
46.1	7.820729920273295e-11	1.9910998261622035e-12	R
53.2	6.874597697973232e-11	1.996588960592012e-12	R
43.7	6.339387341256964e-11	1.1570685897101123e-12	R
60.3	6.281267488766222e-11	1.8804146447836596e-12	R
67.4	5.506140490118745e-11	1.844784780859415e-12	R
74.5	5.282594663435377e-11	1.8168904029913256e-12	R
81.6	4.773613887501611e-11	1.6842669369905463e-12	R
88.8	4.192251109109462e-11	1.5907404945150643e-12	R
95.9	4.1195263802363814e-11	1.3435237970605851e-12	R
121.4	3.171372736107377e-11	8.074079744385727e-13	R
124.7	2.9515305875447224e-11	5.387150446211986e-13	R
124.416	2.9515305875447224e-11	5.387150446211986e-13	R
124.7	2.9515305875447224e-11	5.387150446211986e-13	R
158.9	2.6500086302276136e-11	7.4593230134765e-13	R
187.8	2.3380149739413602e-11	5.742459262943813e-13	R
217.0	2.196075608366956e-11	6.770482665135607e-13	R
304.992	1.9863111857267365e-11	1.1955464597383024e-11	R
246.8	1.941097223093038e-11	9.927678326466664e-13	R
275.8	1.7686719502218662e-11	7.804694434297697e-13	R
305.3	1.757305580971702e-11	7.444829140989754e-13	R
268.704	1.6219866982968355e-11	2.960459363814133e-13	R
268.7	1.6219866982968355e-11	2.960459363814133e-13	R
268.7	1.6219866982968355e-11	2.960459363814133e-13	R
334.9	1.5967881033234277e-11	6.482858859780138e-13	R
363.9	1.5123325106475547e-11	1.0094169085061076e-12	R
422.9	1.4779076198663408e-11	8.331523861369159e-13	R
393.5	1.437630534223804e-11	6.343893805533273e-13	R
451.9	1.3603394357967208e-11	9.079680679567694e-13	R
481.0	1.2695426290010439e-11	9.451713799151178e-13	R
597.8	1.1149291961853443e-11	5.994175846307884e-13	R
470.7	1.0915591847574455e-11	1.9923200437252286e-13	R
470.7	1.0915591847574455e-11	1.9923200437252286e-13	R
470.88	1.0915591847574455e-11	1.9923200437252286e-13	R
626.8	1.0262361011639066e-11	4.618823304483053e-13	R
510.3	1.0130882732030531e-11	8.828940771958515e-13	R
539.3	1.0038002240858356e-11	6.699934781674665e-13	R
568.2	9.674917898941736e-12	7.285389847880826e-13	R
655.8	9.104315269179576e-12	5.84164335975813e-13	R
743.1	8.512307196920777e-12	8.20165278260768e-13	R
772.6	8.204408734395432e-12	7.90499099356339e-13	R
684.9	8.166712900383403e-12	5.099131635124574e-13	R
860.4	8.13668097299322e-12	5.640413713927866e-13	R
713.9	8.025041524789006e-12	5.631782296627422e-13	R
831.2	7.642708373133822e-12	5.7550989655461e-13	R
919.5	7.621619937657074e-12	9.834664754744233e-13	R
889.9	7.468739091137006e-12	4.5342228345511185e-13	R
801.7	7.386646034793465e-12	5.750750273552974e-13	R
734.7	7.34593850294502e-12	1.3407848812744366e-13	R
734.7	7.34593850294502e-12	1.3407848812744366e-13	R
734.4	7.34593850294502e-12	1.3407848812744366e-13	R
1036.0	6.887272845575223e-12	7.206514089206806e-13	R
948.4	6.761565949160869e-12	7.630020665716494e-13	R
977.8	6.583355208171589e-12	5.181250144481605e-13	R
1094.0	6.457245351343616e-12	6.221589879061736e-13	R
1065.0	6.223680482285952e-12	5.47616421753348e-13	R
1006.9	6.166621436654542e-12	6.95866155164304e-13	R
1124.0	6.093226024287843e-12	5.310172183565598e-13	R
1212.0	6.054067910818537e-12	6.8316516644978e-13	R
1153.0	5.676064060532593e-12	5.46891759418241e-13	R
1534.0	5.644783482387981e-12	4.442572868829439e-13	R
1271.0	5.521375556863293e-12	5.319874406805944e-13	R
1300.0	5.321662012032804e-12	6.005175640238664e-13	R
1183.0	5.272872721444416e-12	5.080440617064945e-13	R
1241.0	5.2245307337607965e-12	5.466699982204236e-13	R
1358.0	5.129172301114352e-12	5.366921462636299e-13	R
1329.0	5.08214776680325e-12	6.148254459213989e-13	R
1388.0	4.853413438362496e-12	5.871537425522585e-13	R
1167.7	4.8089170765014015e-12	1.3105634096102865e-13	R
1167.7	4.8089170765014015e-12	1.3105634096102865e-13	R
1168.128	4.8089170765014015e-12	1.3105634096102865e-13	R
1417.0	4.7211444480089375e-12	5.711521729979738e-13	R
1446.0	4.550376043712184e-12	5.504930412413385e-13	R
1505.0	4.550376043712184e-12	6.595009576260013e-13	R
1564.0	4.149992275010964e-12	5.686379682778573e-13	R
2052.0	3.999883002470845e-12	3.853908323372834e-13	R
1652.0	3.963211854681706e-12	5.113986299716277e-13	R
2081.0	3.8552033288815905e-12	5.587472909527244e-13	R
1681.0	3.784837938053298e-12	8.059971742301715e-13	R
1623.0	3.784837938053298e-12	7.506163896385077e-13	R
1963.0	3.715756860347816e-12	6.251249216842959e-13	R
1768.0	3.715756860347816e-12	5.09138401149701e-13	R
1739.0	3.715756860347816e-12	5.965276564508831e-13	R
2214.0	3.647936654408864e-12	1.1241810969383982e-12	R
1993.0	3.5813543067331063e-12	7.885063818904773e-13	R
1798.0	3.4518132247100783e-12	5.273424322426455e-13	R
1476.0	3.388810533048299e-12	5.959626082056697e-13	R
1710.0	3.326957770104624e-12	5.597148289430636e-13	R
1593.0	3.148091076367661e-12	5.053945838382317e-13	R
1843.7	3.148091076367661e-12	8.579422163398378e-14	R
1843.7	3.148091076367661e-12	8.579422163398378e-14	R
1843.776	3.148091076367661e-12	8.579422163398378e-14	R
2022.0	3.1192292038969458e-12	5.954736464264798e-13	R
1856.0	3.0342215484147835e-12	4.1575344296054566e-13	R
2314.5	2.66714906211006e-12	3.654566378122833e-13	R
2460.5	2.64269649252944e-12	2.546251978474371e-13	R
2606.5	2.2596818030190276e-12	1.9882750517037284e-13	R
2873.7	2.15797936865072e-12	9.712507080206525e-14	R
2873.664	2.15797936865072e-12	9.712507080206525e-14	R
2873.7	2.15797936865072e-12	9.712507080206525e-14	R
3192.0	2.099168439822958e-12	2.0225598392247545e-13	R
2752.5	2.0232394677768108e-12	2.61071557581088e-13	R
3178.7	1.986311185726732e-12	8.939872982625362e-14	R
3178.7	1.986311185726732e-12	8.939872982625362e-14	R
