time_sec	flux	flux_err	band	source
629.0	4.3525053368412596e-18	4.920164226379694e-19	w2	manual
677.0	6.6521758709044976e-18	1.2890669574819505e-18	m2	manual
702.0	3.0054660600778546e-18	3.1597219420034263e-19	w1	manual
6949.76534003019	1.947060547976457e-12	1.199796145908843e-13	b	uvot
6948.0	1.9329288997423333e-12	3.5701316629245426e-14	r	manual
24801.0	2.121899231874296e-13	1.773628711300248e-14	H	manual
24801.0	9.45451063665119e-13	4.460077675261857e-14	i	manual
24801.0	9.041536338189572e-13	4.5385508645452257e-14	z	manual
24801.0	1.0796271044154325e-13	1.0974870753138597e-14	K	manual
24801.0	3.7625746893498423e-13	2.2152797541652206e-14	J	manual
24801.0	1.295142757619978e-12	6.319702071228396e-14	g	manual
34551.5156700015	7.940936400758228e-13	9.823187278644305e-14	v	uvot
44962.0	1.7152022888573104e-12	1.681137696211754e-13	u	manual
63947.0	7.227810764646739e-13	5.992014942611222e-14	Rc	manual
63947.0	5.287670890090806e-13	5.398418621294868e-14	Ic	manual
198393.0	3.013815283690202e-13	7.106404773777907e-15	B	manual
198393.0	2.513341106777084e-13	2.3148727064296278e-15	R	manual
198393.0	2.6359897300547773e-13	3.291695077673009e-15	I	manual
371193.0	2.483800046897817e-13	5.8566590347807166e-15	B	manual
371193.0	2.2436534097153442e-13	2.9284087985896828e-15	V	manual
371193.0	1.7576957955781165e-13	2.727365659498206e-15	I	manual
547449.0	1.530889040167424e-13	2.3754361859194885e-15	I	manual
547449.0	2.2853660409143045e-13	2.9828519829453538e-15	V	manual
547449.0	2.065934893672719e-13	4.8713568048317385e-15	B	manual
626073.0	2.672734193106777e-13	2.4740570022701403e-14	V	manual
626073.0	2.209283425333713e-13	4.069650465097784e-15	R	manual
626073.0	1.725614231763688e-13	8.233724819061334e-15	I	manual
709017.0	2.1833161685287925e-13	2.6567909259077602e-14	B	manual
709017.0	2.327854167826643e-13	4.2934663186324193e-14	V	manual
709017.0	2.536983492193753e-13	1.2379314740370506e-14	g	manual
709017.0	2.433413311076966e-13	1.5692232914022623e-14	r	manual
709881.0	1.7686384193881884e-13	5.2110558423210906e-15	i	manual
709881.0	2.5604579114254465e-13	1.2493859129370563e-14	g	manual
709881.0	2.433413311076966e-13	1.5692232914022623e-14	r	manual
709881.0	2.327854167826643e-13	4.2934663186324193e-14	V	manual
804057.0	1.6870060145477265e-13	3.977864091423308e-15	B	manual
804057.0	2.3493935372446804e-13	3.0664204533666968e-15	V	manual
804057.0	1.5883408806380626e-13	2.4645825428538245e-15	I	manual
880953.0	2.722424031656331e-13	1.2787520666794987e-14	V	manual
880953.0	2.2925437975630443e-13	1.1186561250178503e-14	g	manual
880953.0	2.643722574004859e-13	2.1917531095148552e-14	r	manual
881817.0	2.643722574004859e-13	2.1917531095148552e-14	r	manual
881817.0	1.85199178012099e-13	1.3776849107858e-14	i	manual
881817.0	2.722424031656331e-13	1.2787520666794987e-14	V	manual
881817.0	2.2925437975630443e-13	1.1186561250178503e-14	g	manual
1054617.0	1.596307782412664e-13	3.1069149701399735e-14	B	manual
1054617.0	2.422431104978946e-13	1.3386849002711076e-14	R	manual
1054617.0	1.725614231763688e-13	1.9193540340459933e-14	I	manual
1079674.0	1.5244620972124148e-13	3.594594792753524e-15	B	manual
1079674.0	2.2853660409143045e-13	2.9828519829453538e-15	V	manual
1079674.0	1.6479487976673994e-13	2.557074421339863e-15	I	manual
1259386.0	1.156422760927295e-13	2.726779001099493e-15	B	manual
1259386.0	1.655601341972528e-13	4.824016558101328e-15	V	manual
1259386.0	1.5883408806380626e-13	6.178674296270841e-15	I	manual
1314682.0	2.411103643742337e-13	6.670069028858044e-15	r	manual
1314682.0	1.645574850380324e-13	5.265083617939373e-15	g	manual
1314682.0	1.4829162728165854e-13	1.2706800650198836e-14	B	manual
1314682.0	1.610481609085199e-13	1.4907667632122602e-14	V	manual
1315546.0	1.4829162728165854e-13	1.2706800650198836e-14	B	manual
1315546.0	1.610481609085199e-13	1.4907667632122602e-14	V	manual
1315546.0	1.645574850380324e-13	5.265083617939373e-15	g	manual
1315546.0	2.411103643742337e-13	6.670069028858044e-15	r	manual
1315546.0	1.8350126174226974e-13	3.866416977379711e-15	i	manual
1399354.0	1.4870228475168325e-13	5.980565979169621e-15	g	manual
1399354.0	1.8350126174226974e-13	8.656501772882554e-15	i	manual
1399354.0	1.1249070302045225e-13	6.6788151628607276e-15	B	manual
1399354.0	1.883457261073841e-13	5.4879328637601145e-15	V	manual
1404538.0	1.104375162992007e-13	3.1440392247455658e-15	B	manual
1404538.0	2.0088882091643261e-13	2.62199405738262e-15	V	manual
