time_sec	flux	flux_err	band	source
198393.0	3.363298568564118e-13	7.930466453146202e-15	B	manual
198393.0	2.877319128590143e-13	3.7554671394557286e-15	V	manual
198393.0	2.683823674322991e-13	2.4718929538882503e-15	R	manual
198393.0	2.75880320561454e-13	3.4450585404978752e-15	I	manual
371193.0	2.771822542522358e-13	6.535799673869751e-15	B	manual
371193.0	2.4377436449727007e-13	3.1817347134510583e-15	V	manual
371193.0	1.9442583801801687e-13	1.7907281452526427e-15	R	manual
371193.0	1.839588652432018e-13	2.8544364336921398e-15	I	manual
547449.0	2.3055015707957895e-13	5.436241383909512e-15	B	manual
547449.0	2.4830646830528456e-13	3.2408875781940814e-15	V	manual
547449.0	1.962248381475609e-13	1.8072975487749724e-15	R	manual
547449.0	1.6022147367646575e-13	2.4861102035899352e-15	I	manual
626073.0	2.3700931901342605e-13	8.32787646592341e-15	B	manual
626073.0	2.903942634693256e-13	2.6880786080722788e-14	V	manual
626073.0	2.3591414409337075e-13	4.345699131326757e-15	R	manual
626073.0	1.806012375528036e-13	8.617342535891583e-15	I	manual
709017.0	2.4364944275365894e-13	2.9648735164481366e-14	B	manual
709017.0	2.5292283021389536e-13	4.664878357695363e-14	V	manual
709017.0	2.803637963896597e-13	1.3680466144111934e-14	g	manual
709017.0	2.607610765511572e-13	1.6815571483584357e-14	r	manual
709017.0	1.8618824168258397e-13	5.485786772217394e-15	i	manual
709881.0	2.5292283021389536e-13	4.664878357695363e-14	V	manual
709881.0	2.829579706576795e-13	1.3807049938819327e-14	g	manual
709881.0	2.607610765511572e-13	1.6815571483584357e-14	r	manual
709881.0	1.8618824168258397e-13	5.485786772217394e-15	i	manual
804057.0	1.8826319398513813e-13	4.439138880550536e-15	B	manual
804057.0	2.5526309634805736e-13	3.331685250779155e-15	V	manual
804057.0	2.1318369215362194e-13	1.9634943664894454e-15	R	manual
804057.0	1.6623433176357063e-13	2.5794099810796578e-15	I	manual
880953.0	2.957930959101732e-13	1.389372222351913e-14	V	manual
