time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
198393.0	3.363298568564118e-13	7.930466453146202e-15	B	-12.520883369052704	5.297526344657854	19.83	0.01	manual
198393.0	2.877319128590143e-13	3.7554671394557286e-15	V	-12.57704423024722	5.297526344657854	19.66	0.01	manual
198393.0	2.683823674322991e-13	2.4718929538882503e-15	R	-12.599748565630325	5.297526344657854	19.39	0.01	manual
198393.0	2.75880320561454e-13	3.4450585404978752e-15	I	-12.579056286107326	5.297526344657854	18.89	0.0	manual
371193.0	2.771822542522358e-13	6.535799673869751e-15	B	-12.604883369052704	5.569599777649093	20.04	0.01	manual
371193.0	2.4377436449727007e-13	3.1817347134510583e-15	V	-12.64904423024722	5.569599777649093	19.84	0.01	manual
371193.0	1.9442583801801687e-13	1.7907281452526427e-15	R	-12.739748565630322	5.569599777649093	19.74	0.01	manual
371193.0	1.839588652432018e-13	2.8544364336921398e-15	I	-12.755056286107324	5.569599777649093	19.33	0.01	manual
547449.0	2.3055015707957895e-13	5.436241383909512e-15	B	-12.684883369052704	5.73834366679939	20.24	0.01	manual
547449.0	2.4830646830528456e-13	3.2408875781940814e-15	V	-12.64104423024722	5.73834366679939	19.82	0.01	manual
547449.0	1.962248381475609e-13	1.8072975487749724e-15	R	-12.735748565630324	5.73834366679939	19.73	0.01	manual
547449.0	1.6022147367646575e-13	2.4861102035899352e-15	I	-12.815056286107325	5.73834366679939	19.48	0.01	manual
626073.0	2.37009319013426e-13	8.32787646592341e-15	B	-12.672883369052704	5.796624974821925	20.21	0.03	manual
626073.0	2.9039426346932555e-13	2.6880786080722788e-14	V	-12.57304423024722	5.796624974821925	19.65	0.1	manual
626073.0	2.3591414409337075e-13	4.345699131326757e-15	R	-12.655748565630324	5.796624974821925	19.53	0.02	manual
626073.0	1.8060123755280354e-13	8.617342535891583e-15	I	-12.763056286107323	5.796624974821925	19.35	0.05	manual
709017.0	2.436494427536589e-13	2.9648735164481366e-14	B	-12.660883369052703	5.850656648325071	20.18	0.13	manual
709017.0	2.5292283021389536e-13	4.664878357695363e-14	V	-12.63304423024722	5.850656648325071	19.8	0.2	manual
709017.0	2.803637963896596e-13	1.3680466144111934e-14	g	-12.595682358664153	5.850656648325071	19.81	0.05	manual
709017.0	2.607610765511572e-13	1.6815571483584357e-14	r	-12.613784120631289	5.850656648325071	19.63	0.07	manual
709017.0	1.8618824168258397e-13	5.485786772217394e-15	i	-12.752360945222128	5.850656648325071	19.8	0.03	manual
709881.0	2.5292283021389536e-13	4.664878357695363e-14	V	-12.63304423024722	5.8511855524164735	19.8	0.2	manual
709881.0	2.829579706576795e-13	1.3807049938819327e-14	g	-12.591682358664151	5.8511855524164735	19.8	0.05	manual
709881.0	2.607610765511572e-13	1.6815571483584357e-14	r	-12.613784120631289	5.8511855524164735	19.63	0.07	manual
709881.0	1.8618824168258397e-13	5.485786772217394e-15	i	-12.752360945222128	5.8511855524164735	19.8	0.03	manual
804057.0	1.8826319398513813e-13	4.439138880550536e-15	B	-12.772883369052703	5.905286837191247	20.46	0.01	manual
804057.0	2.5526309634805736e-13	3.331685250779155e-15	V	-12.62904423024722	5.905286837191247	19.79	0.01	manual
804057.0	2.1318369215362189e-13	1.9634943664894454e-15	R	-12.699748565630324	5.905286837191247	19.64	0.01	manual
804057.0	1.6623433176357063e-13	2.5794099810796578e-15	I	-12.799056286107326	5.905286837191247	19.44	0.01	manual
880953.0	2.957930959101732e-13	1.389372222351913e-14	V	-12.56504423024722	5.944952738848894	19.63	0.05	manual
880953.0	2.533505970583016e-13	1.2362346031402474e-14	g	-12.639682358664157	5.944952738848894	19.92	0.05	manual
880953.0	2.832975152071481e-13	2.3486511632440207e-14	r	-12.577784120631287	5.944952738848894	19.54	0.09	manual
880953.0	1.9317559143687224e-13	1.4370209431346126e-14	i	-12.73636094522213	5.944952738848894	19.76	0.08	manual
881817.0	2.957930959101732e-13	1.389372222351913e-14	V	-12.56504423024722	5.945378467063478	19.63	0.05	manual
881817.0	2.533505970583016e-13	1.2362346031402474e-14	g	-12.639682358664157	5.945378467063478	19.92	0.05	manual
881817.0	2.832975152071481e-13	2.3486511632440207e-14	r	-12.577784120631287	5.945378467063478	19.54	0.09	manual
881817.0	1.9496302317723395e-13	1.4503175342112482e-14	i	-12.732360945222128	5.945378467063478	19.75	0.08	manual
1054617.0	1.7814163026615511e-13	3.467194133718625e-14	B	-12.796883369052704	6.023094767703474	20.52	0.21	manual
1054617.0	2.6000879162815963e-13	1.4568422199528335e-14	V	-12.62104423024722	6.023094767703474	19.77	0.06	manual
1054617.0	2.5867471516016256e-13	1.4294893033494508e-14	R	-12.615748565630325	6.023094767703474	19.43	0.06	manual
