z=   2.6120000e+00 0.
Total_Energy(erg)    1.9083694665671226e+06    2.2804128142516809e+04
Total_Energy_common(erg)            -NaN                      -NaN
T_min_T_max    2.0531561526845258e+03    9.1016611584053840e+04
