z=   1.1588000e+00 0.
TotalEnergy(erg)    4.6481738974786975e-03    8.5472390137779868e-05
Energy1(erg)    7.1123161686020907e+01    6.0510898441920835e-01
Energy2(erg)    6.6916484925165832e+01    2.4004791054259025e+00
T_min_T_max    6.8927177772692616e+01    2.9766535239739431e+04
Interval1    6.8927177772692616e+01    9.2136775764023196e+02
Interval2    9.2136775764023196e+02    2.9766535239739431e+04
