   2.6200000000000000e+02    2.0000000000000000e+00    1.2890000000000001e+01    5.0000000000000003e-02
   2.8280000000000001e+02    2.2500000000000000e+00    1.3150000000000000e+01    5.9999999999999998e-02
   3.8060000000000002e+02    1.2000000000000000e+01    1.3560000000000000e+01    5.9999999999999998e-02
   4.0289999999999998e+02    6.0000000000000000e+00    1.3840000000000000e+01    5.9999999999999998e-02
   4.4180000000000001e+02    2.0250000000000000e+01    1.4000000000000000e+01    5.0000000000000003e-02
   4.8350000000000000e+02    1.6500000000000000e+01    1.4199999999999999e+01    8.0000000000000002e-02
   5.4479999999999995e+02    1.0250000000000000e+01    1.4270000000000000e+01    8.0000000000000002e-02
   5.8750000000000000e+02    2.0000000000000000e+01    1.4410000000000000e+01    7.0000000000000007e-02
   6.3489999999999998e+02    2.0500000000000000e+01    1.5090000000000000e+01    1.1000000000000000e-01
   6.9479999999999995e+02    3.4250000000000000e+01    1.4840000000000000e+01    7.0000000000000007e-02
   7.6710000000000002e+02    3.4000000000000000e+01    1.4859999999999999e+01    7.0000000000000007e-02
   8.3960000000000002e+02    3.4500000000000000e+01    1.4750000000000000e+01    7.0000000000000007e-02
   9.1220000000000005e+02    3.4000000000000000e+01    1.5119999999999999e+01    8.0000000000000002e-02
   9.8439999999999998e+02    3.4000000000000000e+01    1.5340000000000000e+01    1.0000000000000001e-01
   1.0744000000000001e+03    5.2500000000000000e+01    1.5270000000000000e+01    7.0000000000000007e-02
   1.1849000000000001e+03    5.2450000000000003e+01    1.5600000000000000e+01    1.1000000000000000e-01
   1.2918000000000000e+03    5.2000000000000000e+01    1.5730000000000000e+01    1.1000000000000000e-01
   1.4008000000000000e+03    5.2950000000000003e+01    1.5630000000000001e+01    1.0000000000000001e-01
   1.5050999999999999e+03    5.1950000000000003e+01    1.5500000000000000e+01    1.0000000000000001e-01
   1.6130999999999999e+03    4.8500000000000000e+01    1.5789999999999999e+01    1.3000000000000000e-01
   1.7148000000000000e+03    3.8500000000000000e+01    1.5240000000000000e+01    1.4000000000000001e-01
