Tstart(s)          Tend(s)    ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  LowerL   
           23.4      -9.0    -9.000     5.000 N  12.26   0.01  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
           32.3      -9.0    -9.000     5.000 N  12.66   0.02  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
           41.1      -9.0    -9.000     5.000 N  13.08   0.03  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
           49.8      -9.0    -9.000     5.000 N  13.36   0.04  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
           58.5      -9.0    -9.000     5.000 N  13.71   0.05  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
           67.2      -9.0    -9.000     5.000 N  13.81   0.06  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
           75.9      -9.0    -9.000     5.000 N  14.40   0.14  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
           84.6      -9.0    -9.000     5.000 N  14.30   0.09  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
           93.3      -9.0    -9.000     5.000 N  14.40   0.09  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          107.2      -9.0    -9.000    10.000 N  14.54   0.06  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          119.8      -9.0    -9.000    10.000 N  14.52   0.04  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          132.4      -9.0    -9.000    10.000 N  14.67   0.06  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          145.0      -9.0    -9.000    10.000 N  14.74   0.07  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          157.6      -9.0    -9.000    10.000 N  14.81   0.10  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          170.3      -9.0    -9.000    10.000 N  15.12   0.15  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          182.9      -9.0    -9.000    10.000 N  14.97   0.11  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          195.5      -9.0    -9.000    10.000 N  15.33   0.16  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          208.1      -9.0    -9.000    10.000 N  15.45   0.11  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          220.8      -9.0    -9.000    10.000 N  15.46   0.13  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          233.4      -9.0    -9.000    10.000 N  15.47   0.06  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          246.1      -9.0    -9.000    10.000 N  15.67   0.07  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          258.7      -9.0    -9.000    10.000 N  15.70   0.09  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          271.3      -9.0    -9.000    10.000 N  16.03   0.23  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          283.9      -9.0    -9.000    10.000 N  15.99   0.12  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          296.5      -9.0    -9.000    10.000 N  16.00   0.10  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          309.1      -9.0    -9.000    10.000 N  15.95   0.12  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          321.7      -9.0    -9.000    10.000 N  16.06   0.14  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          334.3      -9.0    -9.000    10.000 N  16.06   0.13  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          347.3      -9.0    -9.000    10.000 N  16.34   0.17  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          372.7      -9.0    -9.000    30.000 N  16.40   0.13  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          408.2      -9.0    -9.000    30.000 N  16.61   0.14  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          443.5      -9.0    -9.000    30.000 N  16.31   0.14  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          479.0      -9.0    -9.000    30.000 N  16.39   0.17  -9.00  -9.00  -9.00 RAPTOR perley08 0 0
          366.0      -9.0    -9.000    20.000 N  16.29   0.12  -9.00  -9.00  -9.00 KAIT perley08 0 0
          520.5      -9.0    -9.000    45.000 N  16.65   0.06  -9.00  -9.00  -9.00 KAIT perley08 0 0
          726.0      -9.0    -9.000    60.000 N  17.27   0.07  -9.00  -9.00  -9.00 KAIT perley08 0 0
         1044.0      -9.0    -9.000   120.000 N  17.66   0.06  -9.00  -9.00  -9.00 KAIT perley08 0 0
         1561.0      -9.0    -9.000   240.000 N  18.10   0.06  -9.00  -9.00  -9.00 KAIT perley08 0 0
         2309.0      -9.0    -9.000   360.000 N  18.46   0.06  -9.00  -9.00  -9.00 KAIT perley08 0 0
         2839.0      -9.0    -9.000   600.000 N  18.65   0.06  -9.00  -9.00  -9.00 KAIT perley08 0 0
         5017.0      -9.0    -9.000   180.000 N  19.15   0.06  -9.00  -9.00  -9.00 KAIT perley08 0 0
         5239.0      -9.0    -9.000   180.000 N  19.19   0.07  -9.00  -9.00  -9.00 KAIT perley08 0 0
         5461.0      -9.0    -9.000   180.000 N  19.13   0.07  -9.00  -9.00  -9.00 KAIT perley08 0 0
         5683.0      -9.0    -9.000   180.000 N  19.26   0.07  -9.00  -9.00  -9.00 KAIT perley08 0 0
         5905.0      -9.0    -9.000   180.000 N  19.24   0.07  -9.00  -9.00  -9.00 KAIT perley08 0 0
