T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
-9.	-9.	23.4	5.	12.26	0.01	clear	RAPTOR	perley08
-9.	-9.	32.3	5.	12.66	0.02	clear	RAPTOR	perley08
-9.	-9.	41.1	5.	13.08	0.03	clear	RAPTOR	perley08
-9.	-9.	49.8	5.	13.36	0.04	clear	RAPTOR	perley08
-9.	-9.	58.5	5.	13.71	0.05	clear	RAPTOR	perley08
-9.	-9.	67.2	5.	13.81	0.06	clear	RAPTOR	perley08
-9.	-9.	75.9	5.	14.4	0.14	clear	RAPTOR	perley08
-9.	-9.	84.6	5.	14.3	0.09	clear	RAPTOR	perley08
-9.	-9.	93.3	5.	14.4	0.09	clear	RAPTOR	perley08
-9.	-9.	107.	10.	14.54	0.06	clear	RAPTOR	perley08
-9.	-9.	120.	10.	14.52	0.04	clear	RAPTOR	perley08
-9.	-9.	132.	10.	14.67	0.06	clear	RAPTOR	perley08
-9.	-9.	145.	10.	14.74	0.07	clear	RAPTOR	perley08
-9.	-9.	158.	10.	14.81	0.1	clear	RAPTOR	perley08
-9.	-9.	170.	10.	15.12	0.15	clear	RAPTOR	perley08
-9.	-9.	183.	10.	14.97	0.11	clear	RAPTOR	perley08
-9.	-9.	196.	10.	15.33	0.16	clear	RAPTOR	perley08
-9.	-9.	208.	10.	15.45	0.11	clear	RAPTOR	perley08
-9.	-9.	221.	10.	15.46	0.13	clear	RAPTOR	perley08
-9.	-9.	233.	10.	15.47	0.06	clear	RAPTOR	perley08
-9.	-9.	246.	10.	15.67	0.07	clear	RAPTOR	perley08
-9.	-9.	259.	10.	15.7	0.09	clear	RAPTOR	perley08
-9.	-9.	271.	10.	16.03	0.23	clear	RAPTOR	perley08
-9.	-9.	284.	10.	15.99	0.12	clear	RAPTOR	perley08
-9.	-9.	296.	10.	16.	0.1	clear	RAPTOR	perley08
-9.	-9.	309.	10.	15.95	0.12	clear	RAPTOR	perley08
-9.	-9.	322.	10.	16.06	0.14	clear	RAPTOR	perley08
-9.	-9.	334.	10.	16.06	0.13	clear	RAPTOR	perley08
-9.	-9.	347.	10.	16.34	0.17	clear	RAPTOR	perley08
-9.	-9.	373.	30.	16.4	0.13	clear	RAPTOR	perley08
-9.	-9.	408.	30.	16.61	0.14	clear	RAPTOR	perley08
-9.	-9.	444.	30.	16.31	0.14	clear	RAPTOR	perley08
-9.	-9.	479.	30.	16.39	0.17	clear	RAPTOR	perley08
-9.	-9.	64.8	4.3	11.72	0.02	J	PAIRITEL	perley08
-9.	-9.	72.	4.	11.96	0.02	J	PAIRITEL	perley08
-9.	-9.	80.	4.	12.1	0.02	J	PAIRITEL	perley08
-9.	-9.	101.	4.5	12.38	0.03	J	PAIRITEL	perley08
-9.	-9.	109.	4.	12.49	0.03	J	PAIRITEL	perley08
-9.	-9.	117.	4.	12.6	0.03	J	PAIRITEL	perley08
-9.	-9.	137.	4.5	12.8	0.05	J	PAIRITEL	perley08
-9.	-9.	145.	4.	12.94	0.06	J	PAIRITEL	perley08
-9.	-9.	153.	4.	13.08	0.07	J	PAIRITEL	perley08
-9.	-9.	174.	4.	13.29	0.04	J	PAIRITEL	perley08
-9.	-9.	182.	4.	13.26	0.04	J	PAIRITEL	perley08
-9.	-9.	190.	4.	13.47	0.05	J	PAIRITEL	perley08
-9.	-9.	210.	4.	13.49	0.05	J	PAIRITEL	perley08
-9.	-9.	218.	4.	13.56	0.05	J	PAIRITEL	perley08
-9.	-9.	226.	4.	13.66	0.05	J	PAIRITEL	perley08
-9.	-9.	247.	4.5	13.82	0.05	J	PAIRITEL	perley08
-9.	-9.	254.	3.5	13.87	0.05	J	PAIRITEL	perley08
-9.	-9.	262.	4.	13.85	0.05	J	PAIRITEL	perley08
-9.	-9.	283.	4.5	13.99	0.05	J	PAIRITEL	perley08
-9.	-9.	291.	4.	14.05	0.06	J	PAIRITEL	perley08
-9.	-9.	308.	24.	14.26	0.06	J	PAIRITEL	perley08
-9.	-9.	331.	12.	14.36	0.07	J	PAIRITEL	perley08
-9.	-9.	359.	12.	14.56	0.08	J	PAIRITEL	perley08
-9.	-9.	381.	24.	14.56	0.05	J	PAIRITEL	perley08
-9.	-9.	403.	12.	14.84	0.06	J	PAIRITEL	perley08
-9.	-9.	442.	40.5	14.98	0.05	J	PAIRITEL	perley08
-9.	-9.	490.	41.	15.19	0.06	J	PAIRITEL	perley08
-9.	-9.	537.	40.	15.37	0.08	J	PAIRITEL	perley08
-9.	-9.	588.	40.	15.3	0.06	J	PAIRITEL	perley08
-9.	-9.	635.	41.	15.59	0.07	J	PAIRITEL	perley08
-9.	-9.	695.	68.5	15.72	0.06	J	PAIRITEL	perley08
-9.	-9.	767.	68.	15.8	0.06	J	PAIRITEL	perley08
-9.	-9.	840.	69.	15.9	0.07	J	PAIRITEL	perley08
-9.	-9.	912.	68.	15.93	0.07	J	PAIRITEL	perley08
-9.	-9.	984.	68.	16.15	0.08	J	PAIRITEL	perley08
-9.	-9.	1070.	105.	16.14	0.06	J	PAIRITEL	perley08
