time_sec	flux	flux_err	band	source
117154.0	4.435597180364691e-14	1.0213339946034158e-14	R	manual
104055.0	9.353025076281712e-14	6.030118112212813e-15	R	manual
105196.0	7.637515396166482e-14	5.627529311592144e-15	R	manual
29580.0	5.558680390594488e-12	3.7065939102124396e-13	v	manual
35976.0	8.617470351087274e-20	4.7814885143825044e-20	uvw1	manual
36181.0	1.1645347294969686e-12	2.9269293087715057e-13	u	manual
273.0	2.798672618106732e-13	7.733018220747811e-14	R	manual
98629.0	1.1141716373000182e-13	1.539285001850274e-14	R	manual
442.2	2.1230102879439808e-13	5.866094209551367e-14	R	nissim
690019.3	2.798672618106732e-13	7.733018220747811e-14	R	nissim
