z=   1.6880000e+00 0.
TotalEnergy(erg)    3.5363345082240266e+05    2.0189564802523288e+04
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    4.7921205416336295e+05    1.1236249852071012e+04
Energy2(erg)    2.8637611508703342e+05    2.6366827349452906e+04
T_min_T_max    9.3750001263937790e+01    4.0639881500287956e+03
Interval1    9.3750001263937790e+01    1.4784900108061386e+03
Interval2    1.4784900108061386e+03    4.0639881500287956e+03
