Time	Mag	MagErr	Filter	Source
164	17.8	0	White_swift	8180
2580	20.8	0	R	8181
2580	20.3	0	I	8181
3549.5	17.1	0	g'	8202
3549.5	17.6	0	Rc	8202
3549.5	17.6	0	Ic	8202
542.0	21.3	0	white_swift	8208
740.0	18.1	0	uvw2_swift	8208
2573.0	19.2	0	uvm2_swift	8208
738.0	18.8	0	uvw1_swift	8208
762.5	19.2	0	u_swift		8208
782.5	18.9	0	b_swift		8208
735.0	20.6	0	v_swift		8208
30600	24.04	0.47	R		arXiv1006.0487
51480	24.26	0.31	R_special	arXiv1006.0487
129600	25.0	0	R_special	arXiv1006.0487
