Time	Mag	MagErr	Filter	Source
98	19.6	0	White	9935
20088	23	0	R	9941
173.0	21.02	0	white(FC)	9949
1322.0	21.21	0	white	9949
1372.0	19.19	0	v	9949
3271.5	20.32	0	b	9949
435.0	20.30	0	u(FC)	9949
3307.5	20.22	0	u	9949
3193.0	20.25	0	uvw1	9949
5390.0	19.77	0	uvm2	9949
1002.5	19.09	0	uvw2	9949
9720   	19.9 	0 	R	9996  
9720    18.2   0	V	9996
9720    18.2   0	I	9996
