Time	     Mag	MagErr	        Filter	Source
5.53	     17.4	0.2		I	8135
19880	     17.4	0.2		I	8137		
28460	     18.1	0.2		I	8137
50369.5      22.1	0		white	8158
61342.5      21.5	0	  	uvw2	8158
64359.5      20.8	0	  	uvm2	8158
70134.0      20.9	0	  	uvw1	8158
73274.5      20.8	0	 	u	8158
49457.5      21.2	0	  	b	8158
53308.0      20.5	0	  	v	8158
