Time	Mag	MagErr		Filter	Source
42.7	14.1	0	Unfiltered	9102
106.7	16.1	0	Unfiltered	9102	
173.0	20.50	0	white(fc)	9106
434.5	19.89	0	u(fc)	9106
1320.0	21.04	0	white	9106
3095.0	19.25	0	v	9106
1357.0	19.61	0	u	9106
1295.5	19.99	0	b	9106
1333.0	19.35	0	uvw1	9106
3135.5	19.49	0	uvm2	9106
1343.0	19.74	0	uvw2	9106
