Time	Mag	MagErr	Filter	Source
106	19.8	0.1	White	7753
11700	21.38	0.4	i'	7756	
26280	23.0	0.5	R	7757
154.5	19.59	0.12	white	7758
908.0	20.58	0.28	white	7758
410.5	20.26	0.38	v	7758
1131.5	19.96	0.45	v	7758
3482.0	20.92	0	b	7758
3367.0	20.60	0	u	7758
3251.5	20.33	0	w1	7758
3848.0	20.38	0	m2	7758
3702.0	20.25	0	w2	7758
