Time	Mag	MagErr	Filter	Source
162	16	0	White	8182
163.0	18.7	0.09	white	8192
419.0	16.6	0.07	v	8192
3366.0	19.49	0.15	b	8192
3251.0	20.7	0	u	8192
3136.5	20.3	0	uvw1	8192
5318.0	19.9	0	uvm2	8192
3587.0	20.5	0	uvw2	8192
3420.0	17.1	0	g'	8202
3420.0	17.6	0	Rc	8202
3420.0	17.6	0	Ic	8202
112	16.2	0.2	Unfiltered	8207
542.0	21.3	0	white	8208
740.0	18.1	0	uvw2	8208
2573.0	19.2	0	uvm2	8208
738.0	18.8	0	uvw1	8208
762.5	19.2	0	u	8208
782.5	18.9	0	b	8208
735.0	20.6	0	v	8208
