166	13.7	0.14	white_swift	30170
1332	15.98	0.1	r'	30174
160	17.5	0	Clear	30176
215	17.7	0	Clear	30176
643	18.3	0	P\	30176
798	19	0	P\	30176
658	19.1	0	Clear	30176
838	20	0	Clear	30176
658	19.1	0	Clear	30176
722	18.2	0	Clear	30176
722	18.3	0	P	30176
792	18.4	0	P\	30176
813	19.2	0	Clear	30176
813	19.1	0	Clear	30176
967	18.5	0	P\	30176
997	19.2	0	Clear	30176
997	19.1	0	Clear	30176
1161	18.5	0	P\	30176
1341	19.1	0	P\	30176
1197	19.4	0	Clear	30176
1359	13.7	0	Clear	30176
1359	18.5	0	P	30176
1361	18.6	0	P\	30176
1403	19.5	0	Clear	30176
1403	19.1	0	Clear	30176
1560	18.5	0	P\	30176
1603	19.5	0	Clear	30176
1603	19.3	0	Clear	30176
1760	18.6	0	P\	30176
1940	19.2	0	P\	30176
1802	19.4	0	Clear	30176
1802	19.1	0	Clear	30176
1959	18.7	0	P\	30176
2001	19.5	0	Clear	30176
2181	20.2	0	Clear	30176
2001	19.1	0	Clear	30176
2019	18.2	0	Clear	30176
2019	18.9	0	P	30176
2159	18.5	0	P\	30176
2201	19.5	0	Clear	30176
2201	19.3	0	Clear	30176
2358	18.6	0	P\	30176
2401	19.6	0	Clear	30176
2401	19.4	0	Clear	30176
2558	16.5	0	P\	30176
2600	19.6	0	Clear	30176
2780	20.3	0	Clear	30176
2600	19.3	0	Clear	30176
2743	13.8	0	Clear	30176
2743	18.9	0	P	30176
2757	15.7	0	P\	30176
2800	19.6	0	Clear	30176
2800	19.4	0	Clear	30176
2957	17.3	0	P\	30176
2999	19.7	0	Clear	30176
2999	19.4	0	Clear	30176
3156	16.6	0	P\	30176
3199	18.8	0	Clear	30176
3379	19.9	0	Clear	30176
3199	18.3	0	Clear	30176
3356	17.2	0	P\	30176
3398	19.6	0	Clear	30176
3398	18.9	0	Clear	30176
3418	18.3	0	Clear	30176
3418	18.8	0	P	30176
3555	17	0	P\	30176
3598	19.6	0	Clear	30176
3598	19.2	0	Clear	30176
3755	17.3	0	P\	30176
3797	19.5	0	Clear	30176
3797	19.2	0	Clear	30176
3954	15.7	0	P\	30176
3997	19.8	0	Clear	30176
3997	19.4	0	Clear	30176
4154	16.4	0	P\	30176
4099	17.6	0	Clear	30176
4099	17.3	0	Clear	30176
4239	16.9	0	I	30176
4239	17.1	0	R	30176
2160	17.5	0.2	r	30177
1682	16.11	0.02	R	30178
4108	16.99	0.02	R	30178
4197	17.25	0.02	q	30180
4281	17.48	0.07	u	30180
4470	17.39	0.04	g	30180
4828	17.12	0.03	i	30180
5009	17.1	0.07	z	30180
5552	17.37	0.03	r	30180
6532	17.33	0.03	r	30181
6938	17.28	0.03	r	30181
