time_sec	flux	flux_err	band_init	band_norm	source
732.5	3.9548495722890396e-12	5.121096019122875e-13	v_swift	R	30246
658	2.2178990167848868e-12	2.5244655217619196e-13	b_swift	R	30246
16616.5	1.5629380647973625e-13	3.3380796111162e-14	b_swift	R	30246
304	6.030008809631929e-12	2.2251164260548755e-12	g'	R	30161
304	1.0728465525845119e-11	9.882614021605163e-13	Rc	R	30161
304	9.428957508559076e-12	1.7429969722597312e-12	Ic	R	30161
1455	2.823124715790097e-12	2.641965051559829e-14	r	R	30162
4356.2	5.321661256548316e-13	2.453734597407282e-14	r'	R	30163
6749	4.0061763626083105e-13	3.690422257697106e-14	r	R	30168
6927	4.653097878370144e-13	5.175905262678595e-14	i	R	30168
7106	5.657610746631024e-13	9.997406135642006e-14	z	R	30168
7468	1.8300509722880179e-13	3.0555555769109093e-14	g	R	30168
3242	3.769796844978695e-13	4.924521422017822e-14	g'	R	30169
3242	7.490962276169882e-13	2.7620969667960016e-14	Rc	R	30169
3242	7.628930853702356e-13	7.125003129342928e-14	Ic	R	30169
21960	1.0769275092341228e-13	1.7930186054327232e-14	I	R	30185
48708	4.8164833595689154e-14	2.6628840883367247e-15	r	R	30191
48708	4.2047694489675246e-14	2.7618942001240543e-15	i	R	30191
48708	6.377244441633741e-14	6.0783910987349735e-15	Z	R	30191
48708	2.4062494236332282e-14	4.9408680697802736e-15	Y	R	30191
48708	2.2568881676295362e-14	5.295205880585739e-15	J	R	30191
51192	4.683145057674209e-14	8.626962755750018e-15	CR	R	30203
20456.928	1.2313939816238454e-13	4.803326379290818e-15	i'	R	30211
31391.712	7.835148401727884e-14	3.6126641254144485e-15	r'	R	30211
32561.568	3.735235139760856e-14	2.8610136441140454e-15	g'	R	30211
86126.112	2.271179368423741e-13	2.510200203479106e-14	R	R	30212
12363.84	2.3348094067081984e-13	2.580526720736913e-14	R	R	30214
100885.824	1.9065642020001212e-14	2.9852178910458663e-15	R	R	30214
106579.584	1.5284506971837387e-14	1.9708571627985144e-15	R	R	30229
192220.128	6.8588520410128345e-15	1.8951708557625522e-15	R	R	30229
110044.224	1.6369945240397293e-14	6.042515190324964e-16	r'	R	30232
12553.056	2.033533982729793e-13	5.618862041676518e-15	R	R	30775
20536.416	9.381049646990159e-14	2.1600665073796594e-14	R	R	30775
179274.816	8.322454593553919e-15	1.5330527907389659e-15	R	R	30775
267018.336	4.44888760841355e-15	8.604911521532736e-16	R	R	30775
355898.88	3.343885779397521e-15	8.623531334113369e-16	R	R	30775
