73	17.4	0	Clear	30567
107	17.8	0	Clear	30567
119	14.2	0	P	30567
119	15.1	0	P-	30567
152	18.4	0	Clear	30567
164	16.2	0	P	30567
164	15.8	0	P-	30567
206	18.7	0	Clear	30567
218	15.8	0	P	30567
266	16.7	0	P\	30567
292	17.5	0	P\	30567
324	16.5	0	P\	30567
362	17.6	0	P\	30567
241.5	19.6	0	White_swift	30568
318	19.5	0.09	q	30570
9939	18.95	0.07	q	30570
621	18.93	0.06	g	30570
831	18.63	0.06	r	30570
1045	18.34	0.09	i	30570
418	19.4	0	u	30570
1250	18.57	0	z	30570
7115	18.1	0	Clear	30571
7315	18.5	0	Clear	30571
7684	18.9	0	Clear	30571
8054	19	0	Clear	30571
8984	19	0	Clear	30571
9184	19.3	0	Clear	30571
9706	19	0	Clear	30571
10069	18.8	0	Clear	30571
10392	15.8	0	Clear	30571
10392	16.1	0	Clear	30571
10848	18.6	0	Clear	30571
12753	18.4	0	Clear	30571
14565	16.7	0	Clear	30571
16389	14.4	0	Clear	30571
17476	15.9	0	Clear	30571
17476	16.3	0	Clear	30571
18241	15.3	0	Clear	30571
20059	16.9	0	Clear	30571
21096	15	0	Clear	30571
21096	14.8	0	Clear	30571
21296	16.3	0	Clear	30571
21296	16	0	Clear	30571
21876	17.6	0	Clear	30571
22460	16.9	0	Clear	30571
22460	16.4	0	Clear	30571
23835	17.1	0	Clear	30571
23835	16.6	0	Clear	30571
23876	18	0	Clear	30571
25874	18.1	0	Clear	30571
241.5	20.2	0.38	white_swift	30572
17875.5	19.02	0.08	b_swift	30572
30183.5	18.66	0.09	u_swift	30572
11966	18.6	0.17	v_swift	30572
29406.5	19.33	0.14	uvw1_swift	30572
35217	20.41	0.27	uvw2_swift	30572
23577	19.4	0.21	uvm2_swift	30572
15892	18.71	0.01	g'	30574
15892	18.44	0.01	r'	30574
15892	18.19	0.01	i'	30574
15892	18.01	0.01	z'	30574
15892	17.66	0.02	J	30574
15892	17.38	0.02	H	30574
15892	17.14	0.15	K	30574
22570	18.3	0	Clear	30578
33336	18.6	0.1	R	30582
105000	20.7	0.1	r	30583
105408	20.74	0.02	r'	30584
