time(s)	erg/cm2/s	err
29.0965	4.66E-14	3.87E-14
30.08110874	4.66E-14	2.24E-14
34.4307	7.79E-14	4.69E-14
41.0982	1.63E-13	4.56E-14
43.63061834	9.64E-14	2.66E-14
49.0996	2.11E-14	3.45E-14
57.04886994	2.63E-13	3.61E-14
58.4346	2.04E-13	4.68E-14
61.1017484	3.61E-13	8.26E-14
65.0579	3.16E-13	1.02E-13
81.26942431	5.94E-13	1.08E-14
82.83761194	6.42E-13	6.18E-14
88.21918977	7.22E-13	7.61E-14
88.21918977	6.21E-13	1.01E-13
90.9478	6.43E-13	1.51E-13
100.4446055	7.52E-13	1.26E-13
101.6696802	7.20E-13	1.60E-13
109.0017058	6.82E-13	1.24E-14
120.142516	6.99E-13	6.06E-14
133.2913433	6.73E-13	8.69E-14
137.0840085	6.39E-13	1.17E-14
138.7235821	6.66E-13	6.41E-14
144.3630704	7.04E-13	5.04E-14
156.2776119	6.40E-13	9.74E-14
158.0806823	6.37E-13	8.73E-14
159.1921	5.77E-13	7.61E-14
168.4684861	6.44E-13	6.55E-14
168.4684861	5.73E-13	5.19E-14
171.7821748	6.50E-13	1.66E-13
194.0983369	5.51E-13	1.01E-14
204.9812367	5.64E-13	9.74E-14
219.8939872	5.22E-13	9.52E-15
230.0515139	5.45E-13	1.48E-14
230.0515139	5.42E-13	2.44E-14
246.0304478	4.80E-13	8.77E-15
247.9164179	4.97E-13	3.10E-14
252.5472921	5.04E-13	4.37E-14
256.3784	4.58E-13	4.00E-14
272.7264819	4.50E-13	8.22E-15
276.8346269	4.44E-13	8.56E-14
300.9354371	4.61E-13	4.17E-14
306.0518	4.88E-13	6.81E-14
307.426951	4.22E-13	7.71E-15
327.7673348	4.00E-13	8.53E-14
349.7242644	3.66E-13	5.57E-14
357.0010235	3.85E-13	3.53E-15
369.2241365	3.92E-13	1.11E-13
377.4910874	4.00E-13	1.45E-14
377.4910874	3.87E-13	1.06E-14
382.4836	4.49E-13	5.17E-14
396.3738166	4.06E-13	9.41E-14
406.1352665	3.58E-13	6.53E-15
413.7275053	3.47E-13	1.02E-13
441.8052026	3.40E-13	8.20E-14
457.3397015	3.35E-13	3.07E-15
466.4481	2.95E-13	4.15E-14
488.3534328	2.99E-13	9.60E-14
496.5743284	3.09E-13	4.48E-14
511.365032	3.14E-13	5.74E-15
534.6391471	3.12E-13	6.65E-14
541.1698081	3.22E-13	4.16E-14
563.0115991	3.00E-13	5.48E-15
568.7157	2.75E-13	4.06E-14
587.9298934	3.05E-13	8.31E-15
587.9298934	3.04E-13	2.68E-14
596.6758209	3.16E-13	5.88E-14
596.6758209	2.84E-13	3.82E-14
615.3466951	2.84E-13	2.60E-15
667.2005117	2.69E-13	2.46E-15
754.4226013	2.52E-13	2.31E-15
779.3731343	2.54E-13	5.31E-14
779.3731343	2.30E-13	3.42E-14
799.573049	2.66E-13	2.34E-14
799.573049	2.21E-13	1.94E-14
865.0869083	2.44E-13	4.72E-14
875.3342431	2.28E-13	2.09E-15
912.7243497	2.36E-13	6.42E-15
912.7243497	2.24E-13	1.01E-14
996.0294243	2.14E-13	3.90E-15
996.9850746	2.05E-13	3.95E-14
1079.263113	2.10E-13	3.85E-14
1116.660128	2.00E-13	1.84E-15
1240.143966	1.91E-13	1.75E-15
1340.857996	1.82E-13	1.99E-14
1358.916333	1.84E-13	1.69E-15
1407.541663	1.82E-13	6.58E-15
1407.541663	1.81E-13	8.16E-15
1479.487164	1.79E-13	1.64E-15
1507.078977	1.87E-13	1.90E-14
1600.046482	1.78E-13	1.63E-15
1674.333902	1.72E-13	3.67E-14
1723.903369	1.74E-13	1.60E-15
1783.648785	1.76E-13	1.84E-14
1842.153006	1.73E-13	1.58E-15
1894.255522	1.71E-13	9.22E-15
1894.255522	1.71E-13	6.17E-15
1903.888017	1.74E-13	3.42E-14
