time(s)	erg/cm2/s	err
1952.165629	1.66E-13	1.44E-14
1961.623113	1.73E-13	1.58E-15
2057.743113	1.80E-13	3.71E-14
2079.891173	1.68E-13	1.54E-15
2167.159318	1.60E-13	1.81E-14
2203.190789	1.68E-13	1.54E-15
2323.609638	1.64E-13	1.50E-15
2378.565288	1.66E-13	6.00E-15
2405.176119	1.56E-13	1.59E-14
2443.333049	1.59E-13	1.46E-15
2563.850917	1.56E-13	1.43E-15
2636.478038	1.60E-13	1.92E-14
2636.478038	1.52E-13	9.11E-15
2636.478038	1.45E-13	8.73E-15
2975.701663	1.55E-13	1.74E-14
2988.148145	1.53E-13	9.15E-15
2988.148145	1.45E-13	8.69E-15
3316.783625	1.44E-13	1.67E-14
3330.655522	1.44E-13	8.66E-15
3330.655522	1.38E-13	8.29E-15
3793.595565	1.32E-13	2.22E-14
3838.46968	1.36E-13	5.50E-15
3838.46968	1.35E-13	1.01E-14
3849.516077	1.32E-13	1.21E-15
3870.644009	1.34E-13	4.87E-15
4098.229254	1.29E-13	1.18E-15
4218.093134	1.25E-13	1.15E-15
4278.552409	1.26E-13	5.67E-15
4278.552409	1.21E-13	1.76E-14
4278.552409	1.21E-13	8.58E-15
4299.496119	1.16E-13	1.41E-14
4338.332367	1.24E-13	1.14E-15
4458.675224	1.21E-13	1.11E-15
4498.181578	1.26E-13	1.28E-14
4498.181578	1.24E-13	5.48E-15
4498.181578	1.15E-13	6.87E-15
4625.796588	1.20E-13	1.10E-15
4745.393348	1.17E-13	1.08E-15
4806.575693	1.24E-13	5.56E-15
4806.575693	1.14E-13	7.14E-15
4810.041365	1.25E-13	1.51E-14
4865.547377	1.14E-13	1.05E-15
5043.484861	1.13E-13	1.63E-14
5225.816034	1.10E-13	1.51E-14
5820.380213	9.14E-14	1.25E-14
6248.329638	1.02E-13	1.24E-14
6630.113092	7.60E-14	7.33E-15
6767.277697	8.17E-14	2.08E-14
6824.890746	7.06E-14	8.54E-15
7307.231642	7.13E-14	9.20E-15
7440.2729	8.84E-14	1.71E-14
7996.216375	6.87E-14	9.41E-15
8028.261748	7.60E-14	7.96E-15
8505.359232	7.06E-14	6.21E-15
8507.199147	7.00E-14	8.47E-15
9041.7386	5.48E-14	2.00E-14
9170.63693	5.82E-14	6.09E-15
9693.928017	6.32E-14	5.56E-15
9941.402303	6.10E-14	7.37E-15
10455.05859	5.61E-14	7.69E-15
10969.3919	4.10E-14	5.29E-15
11353.25475	5.07E-14	5.30E-15
11482.56921	4.30E-14	4.85E-15
13436.50567	3.70E-14	4.18E-15
13475.8491	4.18E-14	4.91E-15
17219.5243	4.05E-14	5.08E-15
19547.9806	3.99E-14	7.58E-15
27718.77339	2.02E-14	5.51E-16
27725.49058	1.96E-14	6.04E-15
28051.48938	2.07E-14	4.85E-15
32552.96162	1.77E-14	3.52E-15
32723.1978	1.13E-14	3.80E-15
45444.70746	1.13E-14	6.08E-16
50289.05322	9.41E-15	2.56E-16
82898.1713	3.86E-15	2.66E-15
91928.30584	4.22E-15	5.45E-16
107659.067	2.62E-15	2.44E-15
116944.3942	2.45E-15	4.68E-16
132308.8361	1.33E-15	1.50E-15
162429.4404	3.48E-15	3.30E-15
262540.0297	4.01E-15	6.57E-15
445090.4054	1.04E-15	4.95E-15
542250.4242	1.86E-15	5.27E-15
