Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (erg/cm^2/s/A)
            336.2000               5.0000    3.5318300677883812e-14    6.5058714182021985e-15
           4278.8000               5.0000    4.9203927724478095e-16    9.5168833705734983e-17
           9832.2000             225.0000    1.5995571616871190e-16    2.6518438651454261e-17
          13240.2000             300.0000    9.9083140081093337e-17    1.5514020584249805e-17
          16692.0000             300.0000    6.3679516703815884e-17    1.1730200482372373e-17
          20026.8000             150.0000    3.6307784996654697e-17    1.0032211748619713e-17
          75566.0000               0.0010    4.0550829346519104e-18    1.0084147406995890e-18
