z=   1.2620000e+00 0.
TotalEnergy(erg)    7.2999802024740353e+07    6.7926552763943688e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    4.2340668240536942e+09    3.1269266026833504e+07
Energy2(erg)    4.0624695524255686e+07    4.8841785473633657e+05
T_min_T_max    1.3129973679621394e+01    6.4540894021833219e+03
Interval1    1.3129973679621394e+01    6.2856842698469073e+01
Interval2    6.2856842698469073e+01    6.4540894021833219e+03
