z=   3.2400000e+00 0.
Total_Energy(erg)    2.5147694928468118e+05    1.5550909125574608e+04
Total_Energy_common(erg)            -NaN                      -NaN
T_min_T_max    1.2273349028998164e+03    1.3489811290413005e+04
