z=   3.2400000e+00 0.
TotalEnergy(erg)    8.2619864752827676e-04    1.4554592134770171e-05
Energy1(erg)    1.6695521535872484e+02    2.2394586554064029e+00
Energy2(erg)   -1.6790132741438356e+02    2.2457694831376336e+00
Energy3(erg)    1.1424706332054615e+01    1.8244668464628835e-01
Energy4(erg)    1.8322565716052330e+02    3.4056528824307222e+00
T_min_T_max    9.5047174942116008e+00    2.3446189944907313e+05
Interval1    9.5047174942116008e+00    1.5724339222962182e+05
Interval2    1.5724339222962182e+05    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    4.8248530897062579e+02
Interval4    4.8248530897062579e+02    2.3446189944907313e+05
