#Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)				beta	z
          24037.3000               0.0010    3.8349386910052548e-05    6.1441024825683300e-06	0.755	3.2425
          24643.0000               0.0010    3.4231538979217375e-05    3.5118011604352745e-06	0.755	3.2425
          25755.8000               0.0010    3.5773581729626551e-05    5.3610581847719657e-06	0.755	3.2425
          25910.9000               0.0010    4.9660012777976555e-05    7.3181701396644777e-06	0.755	3.2425
          26342.9000               0.0010    6.0256905992413945e-05    5.5498662992921237e-06	0.755	3.2425
          26447.0000               0.0010    2.2652827709400307e-05    4.1000145695438938e-06	0.755	3.2425
          27466.1000               0.0010    3.1164403874988468e-05    5.9739485783972410e-06	0.755	3.2425
          27483.8000               0.0010    2.9107628507723941e-05    2.4128205632546488e-06	0.755	3.2425
          28188.0000               0.0010    2.8840768161565994e-05    3.1875995880516690e-06	0.755	3.2425
          28209.2000               0.0010    3.0761451483980436e-05    3.1165579132576162e-06	0.755	3.2425
          28491.0000               0.0010    3.9624703496850101e-05    1.7306186922884841e-05	0.755	3.2425
          28598.4000               0.0010    3.3082020340562174e-05    4.6629252810726089e-06	0.755	3.2425
          28878.3000               0.0010    2.3078247256917680e-05    2.5527748806417739e-06	0.755	3.2425
          29116.8000               0.0010    3.1333349574227638e-05    8.6577246864203987e-07	0.755	3.2425
          30217.0000               0.0010    3.7555333689398652e-05    1.6031885188971641e-05	0.755	3.2425
          30268.5000               0.0010    3.1592356684885795e-05    4.0967583980277610e-06	0.755	3.2425
          30450.0000               0.0010    3.8156877279414171e-05    7.9795732226620412e-06	0.755	3.2425
          30609.8000               0.0010    3.3948205661077782e-05    4.5671065935859956e-06	0.755	3.2425
          30951.1000               0.0010    2.8617706375428040e-05    4.0320469797175266e-06	0.755	3.2425
          31008.5000               0.0010    2.8576354405803965e-05    3.4215734571797545e-06	0.755	3.2425
          31294.9000               0.0010    3.3644371860386672e-05    4.3525147888588687e-06	0.755	3.2425
          31423.2000               0.0010    2.9182441495264131e-05    7.1508164934532844e-06	0.755	3.2425
          31525.2000               0.0010    3.5157146989183380e-05    6.0627530782617366e-06	0.755	3.2425
          31986.1000               0.0010    2.9107628507723941e-05    1.6085470421697656e-06	0.755	3.2425
          32326.6000               0.0010    3.0761451483980436e-05    1.4166172332989167e-06	0.755	3.2425
          32789.1000               0.0010    2.7797569402467246e-05    1.0241003323231304e-06	0.755	3.2425
          33037.6000               0.0010    2.2649030774973864e-05    2.3480496544949338e-06	0.755	3.2425
          33902.9000               0.0010    2.9376958082300234e-05    4.3291486531273581e-06	0.755	3.2425
          33961.2000               0.0010    2.6872274241516001e-05    3.2645955852388735e-06	0.755	3.2425
          34301.7000               0.0010    3.2165538322912744e-05    3.8772506285210677e-06	0.755	3.2425
          34643.8000               0.0010    2.5461173870827264e-05    3.9078079829272864e-06	0.755	3.2425
          35041.2000               0.0010    2.8840768161565994e-05    1.3281664950215288e-06	0.755	3.2425
          35381.7000               0.0010    2.6792104161591231e-05    1.2338220285676394e-06	0.755	3.2425
          35722.9000               0.0010    2.5119258923376369e-05    1.6194985186546625e-06	0.755	3.2425
          38620.8000               0.0010    2.5586260820675826e-05    1.4139490667321455e-06	0.755	3.2425
          39962.7000               0.0010    2.7359819198066478e-05    5.9609314323614913e-06	0.755	3.2425
          41791.0000               0.0010    3.6880264325932073e-05    1.6046030338960628e-05	0.755	3.2425
          43027.2000               0.0010    2.4833253534881285e-05    3.4417241761491812e-06	0.755	3.2425
          55814.4000               0.0010    2.0323889321148785e-05    9.3594971859480353e-07	0.755	3.2425
          57196.8000               0.0010    1.7694097673070651e-05    3.3297702598482794e-06	0.755	3.2425
          57888.0000               0.0010    1.7744101795735210e-05    1.5310688346659020e-06	0.755	3.2425
         128044.8000               0.0010    1.3182774352284893e-05    1.5784319502492895e-06	0.755	3.2425
         130636.8000               0.0010    9.8176335218169622e-06    8.1381374087731927e-07	0.755	3.2425
         214099.2000               0.0010    9.0366365596239272e-06    7.4907450835211617e-07	0.755	3.2425
         292291.2000               0.0010    5.9157091464812713e-06    7.0831405254005349e-07	0.755	3.2425
         316224.0000               0.0010    5.5976638256225973e-06    1.0311278121216704e-06	0.755	3.2425
         317520.0000               0.0010    4.6790319604442750e-06    6.0408181572567172e-07	0.755	3.2425
         400550.4000               0.0010    3.1913997685211646e-06    5.1822413907666408e-07	0.755	3.2425
         404784.0000               0.0010    3.4649742359685497e-06    3.1733961609408820e-07	0.755	3.2425
         407548.8000               0.0010    3.3729259722901458e-06    3.7278956578308614e-07	0.755	3.2425
         486950.4000               0.0010    3.5645672277330367e-06    8.2077195978363472e-07	0.755	3.2425
         656640.0000               0.0010    1.3061913500594414e-06    1.8045700906965951e-07	0.755	3.2425
         994118.4000               0.0010    5.7544894490989191e-07    1.5900242405678875e-07	0.755	3.2425
