time_sec	flux	flux_err	band_init	band_norm	source
494	8.820787863437298e-12	8.497139795775114e-13	uvw2_swift	R	arXiv1509.09234
643	1.8945556978931423e-11	1.4324591237932493e-12	uvw2_swift	R	arXiv1509.09234
793	2.639413159078613e-11	1.9163298163646683e-12	uvw2_swift	R	arXiv1509.09234
10795.5	7.542362083442415e-13	5.2626304606194623e-14	uvw2_swift	R	arXiv1509.09234
46795	1.2986956252645502e-13	1.8263830729376155e-14	uvw2_swift	R	arXiv1509.09234
214228	1.3228401795980247e-14	1.202399940549359e-14	uvw2_swift	R	arXiv1509.09234
542	1.0963111156272158e-11	1.0330059515615744e-12	uvm2_swift	R	arXiv1509.09234
693	2.6542010551932312e-11	2.021965879581663e-12	uvm2_swift	R	arXiv1509.09234
843	2.46566356403035e-11	1.878338337347293e-12	uvm2_swift	R	arXiv1509.09234
12388	6.791001360827466e-13	5.40452638013724e-14	uvm2_swift	R	arXiv1509.09234
62614	9.118718678358674e-14	1.2693120739507183e-14	uvm2_swift	R	arXiv1509.09234
115206	1.3302516843428802e-14	7.628241435229432e-15	uvm2_swift	R	arXiv1509.09234
568	1.4838751170711118e-11	1.0983413632813998e-12	uvw1_swift	R	arXiv1509.09234
850	2.98811530701349e-11	1.8934861918355893e-12	uvw1_swift	R	arXiv1509.09234
16587	5.19274925692673e-13	3.652884538416346e-14	uvw1_swift	R	arXiv1509.09234
67953	8.617818680401716e-14	2.7639427734199135e-14	uvw1_swift	R	arXiv1509.09234
116113	4.124747350620428e-14	1.1913069647345036e-14	uvw1_swift	R	arXiv1509.09234
207198	1.5681852052072213e-14	9.773241969938217e-15	uvw1_swift	R	arXiv1509.09234
231	1.4817669756129244e-11	7.037194618627365e-13	u_swift	R	arXiv1509.09234
281	1.5373753428191252e-11	6.766840619887925e-13	u_swift	R	arXiv1509.09234
341	1.4817669756129244e-11	6.040211979288929e-13	u_swift	R	arXiv1509.09234
411	1.3025065362601603e-11	5.309482336226611e-13	u_swift	R	arXiv1509.09234
440	1.2324800875312053e-11	6.771864048527692e-13	u_swift	R	arXiv1509.09234
592	2.1418049175288325e-11	1.0954679410659617e-12	u_swift	R	arXiv1509.09234
742	3.7912280714860936e-11	1.8005266834628349e-12	u_swift	R	arXiv1509.09234
17373.5	6.008691561565787e-13	3.3014766547641146e-14	u_swift	R	arXiv1509.09234
23516.5	3.756469883602619e-13	2.361528943728229e-14	u_swift	R	arXiv1509.09234
207362.5	2.0834347873980257e-14	1.3926134242208592e-14	u_swift	R	arXiv1509.09234
468	1.229582879463959e-11	9.260150922920482e-13	b_swift	R	arXiv1509.09234
617	2.4152261793102046e-11	1.6263315329385635e-12	b_swift	R	arXiv1509.09234
767	3.628756338825056e-11	2.347658621466405e-12	b_swift	R	arXiv1509.09234
2171	8.388005382649051e-12	2.8146914257204485e-13	B	R	arXiv1509.09234
2261	7.857035230183685e-12	2.1846523836321212e-13	B	R	arXiv1509.09234
2386	7.48270632073908e-12	2.3710515079837733e-13	B	R	arXiv1509.09234
2474	6.724479910847518e-12	2.3335699257030015e-13	B	R	arXiv1509.09234
2566	6.065389575092148e-12	2.1517711855251389e-13	B	R	arXiv1509.09234
2745	5.84061662727904e-12	1.9377982792910697e-13	B	R	arXiv1509.09234
2835	5.501216038512455e-12	1.951623718553975e-13	B	R	arXiv1509.09234
2925	5.5931787693506956e-12	1.940978921534512e-13	B	R	arXiv1509.09234
3106	5.718191564062024e-12	2.209246293780764e-13	B	R	arXiv1509.09234
3197	5.390868032217601e-12	2.0827835316481804e-13	B	R	arXiv1509.09234
3288	5.0217917685600204e-12	2.0211946650053816e-13	B	R	arXiv1509.09234
3469	4.7212685096586856e-12	1.7117775991202952e-13	B	R	arXiv1509.09234
3560	4.7781381297546945e-12	1.8078901363913874e-13	B	R	arXiv1509.09234
3649	4.826793291775312e-12	1.675023170952153e-13	B	R	arXiv1509.09234
3740	5.086964425252122e-12	1.6877517459420637e-13	B	R	arXiv1509.09234
3831	4.63936669524785e-12	1.5744319548522718e-13	B	R	arXiv1509.09234
3919	4.613799317765047e-12	1.5307651485292865e-13	B	R	arXiv1509.09234
4010	4.558885665778599e-12	1.5471196269249304e-13	B	R	arXiv1509.09234
4116	4.813474777719351e-12	2.0159047417008596e-13	B	R	arXiv1509.09234
4206	4.622306082804666e-12	1.8230112404937344e-13	B	R	arXiv1509.09234
4296	4.59260083547609e-12	1.7743697917287784e-13	B	R	arXiv1509.09234
4386	4.402087801429467e-12	1.989429612532467e-13	B	R	arXiv1509.09234
4475	4.546306386089399e-12	1.8298190439861054e-13	B	R	arXiv1509.09234
4564	4.418335603408753e-12	1.8323193049568024e-13	B	R	arXiv1509.09234
4655	4.4756766248414316e-12	1.819576743069666e-13	B	R	arXiv1509.09234
4760	4.207834988414616e-12	1.49278096145663e-13	B	R	arXiv1509.09234
4850	4.2703030878468135e-12	1.5482722815438533e-13	B	R	arXiv1509.09234
4940	4.313787031377554e-12	1.5303687454353215e-13	B	R	arXiv1509.09234
5031	4.134839919486102e-12	1.5644872757958675e-13	B	R	arXiv1509.09234
5120	3.923364882771132e-12	1.547352804795296e-13	B	R	arXiv1509.09234
5211	3.9125391881164856e-12	1.4959737091338753e-13	B	R	arXiv1509.09234
5302	3.760613497605037e-12	1.5135896287245037e-13	B	R	arXiv1509.09234
5405	3.5551563126070273e-12	1.681271177487124e-13	B	R	arXiv1509.09234
5495	3.4742310749956012e-12	1.7313041722979224e-13	B	R	arXiv1509.09234
5584	3.538821853100516e-12	1.7334155345297101e-13	B	R	arXiv1509.09234
5673	3.6379665411534557e-12	1.7819794209221533e-13	B	R	arXiv1509.09234
5764	3.1919692616345116e-12	1.6588043436609142e-13	B	R	arXiv1509.09234
5852	3.1078403465861376e-12	1.749039363233154e-13	B	R	arXiv1509.09234
5941	3.1714560730478094e-12	1.7573813804868825e-13	B	R	arXiv1509.09234
6048	3.1597934935413776e-12	1.297481976810805e-13	B	R	arXiv1509.09234
6140	3.073680348550889e-12	1.2746799576680138e-13	B	R	arXiv1509.09234
6228	2.946176089010509e-12	1.258100923555522e-13	B	R	arXiv1509.09234
