936	3.37014E-13	1.552E-14
1149	2.8291E-13	1.30285E-14
1679	1.7047E-13	1.25607E-14
1882	1.67358E-13	1.38728E-14
2284	1.43102E-13	1.18622E-14
2587	9.63046E-14	1.1531E-14
3188	8.23469E-14	1.66857E-14
3793	4.87132E-14	7.17864E-15
4992	3.83396E-14	6.35617E-15
7003	1.81822E-14	4.85647E-15
9398	2.55651E-14	4.4738E-15
12537	2.35314E-14	6.28523E-15
14936	2.80316E-14	4.64725E-15
17334	3.27829E-14	6.34078E-15
32172	1.32937E-14	2.57123E-15
32921	1.29314E-14	2.50116E-15
34978	1.20129E-14	2.54479E-15

#t(s) exp(s) m emag
936	180	19.13	0.05
1149	300	19.32	0.05
1679	300	19.87	0.08
1882	300	19.89	0.09
2284	300	20.06	0.09
2587	600	20.49	0.13
3188	600	20.66	0.22
3793	1200	21.23	0.16
4992	1200	21.49	0.18
7003	2400	22.3	0.29
9398	2400	21.93	0.19
12537	2400	22.02	0.29
14936	2400	21.83	0.18
17334	2400	21.66	0.21
32172	600	22.64	0.21
32921	600	22.67	0.21
34978	600	22.75	0.23
34239	300	21.31	0.41
