time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
62568.0	3.267581045493928e-14	9.939829834527463e-15	r	-13.507613902846254	4.796352272879935	21.88	0.33	manual
62568.0	3.882453985448695e-14	7.403334420739467e-15	i	-13.427123345880227	4.796352272879935	21.37	0.18	manual
62568.0	3.7057900857780036e-14	9.223532291706263e-15	Z	-13.44319107210819	4.796352272879935	20.67	0.2	manual
62568.0	2.477699520494674e-14	9.051915244912635e-15	Y	-13.616063838801608	4.796352272879935	20.76	0.29	manual
62568.0	1.7642525173067848e-14	6.868622105662755e-15	J	-13.760215951001811	4.796352272879935	20.6	0.21	manual
62568.0	9.995823983123044e-15	5.200803460937855e-15	H	-14.004472989343176	4.796352272879935	20.29	0.19	manual
2700.0	1.9814493034486594e-13	1.8249822514577274e-14	R	-12.723748565630324	3.431363764158988	19.7	0.1	manual
156330.0	1.8122844670048247e-14	1.8498637860611668e-15	r	-13.763613902846254	5.194042327886423	22.52	0.11	manual
156330.0	2.0754215276196e-14	2.6044469727022944e-15	i	-13.699123345880228	5.194042327886423	22.05	0.09	manual
156330.0	1.6028054670114013e-14	3.214902864148924e-15	Z	-13.80719107210819	5.194042327886423	21.58	0.12	manual
156330.0	1.2417913684363424e-14	3.595714948459061e-15	Y	-13.916063838801607	5.194042327886423	21.51	0.16	manual
46236.0	2.1390767540768868e-13	2.1834323998328272e-14	r'	-12.691613902846257	4.664980255060626	19.84	0.11	manual
12173.0	4.2288898006790236e-14	7.807622149271366e-15	r'	-13.395613902846256	4.085397622016969	21.6	0.2	manual
12173.0	4.798509038781731e-14	5.241232750792312e-15	i'	-13.335123345880229	4.085397622016969	21.14	0.06	manual
12173.0	4.8417694027308025e-14	9.084157184346853e-15	z'	-13.327067785601184	4.085397622016969	20.86	0.04	manual
