Time_sec	mag	mag_err	band
259.0	17.57126107886684	0.030000008223326134	R
456.0	18.171261496334033	0.05000000171047653	R
653.0	18.471262281480016	0.06999999947136264	R
856.0	18.861261544751436	0.0700000055615692	R
1171.0	19.111262401031762	0.06999999260937384	R
1470.0	19.361262323230537	0.06999999706983838	R
1698.0	19.721262597913412	0.10000004288268191	R
2314.0	19.771262178700713	0.0999999707400924	R
3376.0	19.821261106227105	0.07999998252310074	R
4256.0	20.291261341723082	0.09999999177004971	R
5185.0	20.54126240562617	0.13999992970258926	R
5644.0	20.841262224044954	0.19000006891119114	R
