	Time	Mag	MagErr	Band	System	Telescope	Source
0	22320.0	22.3	0.0	I	Johnson	none	8659
1	22320.0	20.0	0.0	J	Johnson	none	8659
2	8953.2	20.0	0.0	R	Vega	none	8667
3	544.5	19.91	0.08	wh	Swift	none	8654
4	504.0	20.15	0.29	u	Swift	none	8654
5	644.5	19.78	0.0	b	Swift	none	8654
6	2924.5	20.47	0.0	uvw2	Swift	none	8654
7	719.0	19.99	0.0	v	Swift	none	8654
8	743.5	19.55	0.0	uvm2	Swift	none	8654
9	769.0	18.74	0.0	uvw1	Swift	none	8654
