Time	Mag	MagErr	Band	Telescope	Source
566.25	16.6	0	Unfiltered	none	8807
775.35	17.3	0	Unfiltered	none	8807
1344.5	17.3	0	Unfiltered	none	8807
7488.0	23.4	0	R	none	8812
21960.0	23.3	0	g'	none	8812
21960.0	23.4	0	r'	none	8812
21960.0	22.6	0	i'	none	8812
21960.0	22.6	0	z'	none	8812
21960.0	21.3	0	J	none	8812
21960.0	20.7	0	H	none	8812
21960.0	20.0	0	K	none	8812
154.0	20.73	0	White	none	8813
26389.0	21.1	0	R	none	8814
28148.0	20.5	0	I	none	8814
