	Time	Mag	MagErr	Band	System	Telescope	Source
0	508.0	19.7	0.18	white	Swift	none	6378
1	917.0	19.9	0.22	white	Swift	none	6378
2	7469.0	20.4	0.28	white	Swift	none	6378
3	1170.5	19.1	0.2	V	Swift	none	6378
4	7879.5	19.3	0.0	V	Swift	none	6378
5	768.5	19.8	0.34	B	Swift	none	6378
6	7297.0	20.4	0.0	B	Swift	none	6378
7	768.5	20.1	0.0	U	Swift	none	6378
8	790.0	20.4	0.0	UVW1	Swift	none	6378
9	8061.5	19.6	0.0	UVM2	Swift	none	6378
10	987.0	20.4	0.0	UVW2	Swift	none	6378
