	Time	Mag	MagErr	Band	System	Telescope	Source
0	202.4	16.2	0	R	?	none	5345
1	64.0	18.2	0	J	?	none	5356
2	64.0	17.8	0	H	?	none	5356
3	137.0	19.84	0	white	Swift	none	5351
4	392.0	19.21	0	V	Swift	none	5351
5	1207.0	21.68	0	white	Swift	none	5351
6	1125.5	20.27	0	V	Swift	none	5351
7	1318.0	21.15	0	B	Swift	none	5351
8	862.0	19.88	0	U	Swift	none	5351
9	1078.0	20.52	0	UVW1	Swift	none	5351
10	1237.5	21.15	0	UVM2	Swift	none	5351
11	1478.0	21.18	0	UVW2	Swift	none	5351
12	2730.0	25.5	0	R	Vega	none	5347
