	Time	Mag	MagErr	Band	System	Telescope	Source
0	108030	21.0	0.0	R	?	none	10603
1	273243	20.37	0.03	i'	Vega	none	10606
2	262800	21.3	0.1	g'	AB	none	10607
3	262800	20.9	0.1	r'	AB	none	10607
4	145751	20.54	0.1	White	Swift	none	10609
5	193286	20.86	0.06	White	Swift	none	10609
6	316875	21.4	0.09	Rc	AB	none	10618
7	322145	21.75	0.08	V	AB	none	10618
8	448416	22.46	0.05	r'	AB	none	10641
9	533088	22.84	0.05	r'	AB	none	10641
