	Time	Mag	MagErr	Band	System	Telescope	Source
0	7200	16.5	0.0	r'	Vega	none	7586
1	1600	22.7	0.2	White	?	none	7664
2	4251	17.01	0.03	White	Swift	none	7592
3	22869	18.09	0.03	White	Swift	none	7592
4	16808	18.05	0.12	v	Swift	none	7592
5	4615	17.43	0.05	b	Swift	none	7592
6	21653	18.39	0.09	b	Swift	none	7592
7	4410	16.46	0.04	u	Swift	none	7592
8	16260	18.41	0.07	uvw2	Swift	none	7592
