	Time	Mag	MagErr	Band	System	Telescope	Source
0	8774	18.9	0	0	?	none	11555
1	8791	19.2	0	0	?	none	11555
2	693	16.5	0	R	?	none	11552
3	1146	20.4	0	R	?	none	11552
4	1368	21.0	0	I	?	none	11552
5	3786	20.5	0	V	?	none	11552
6	2334	20.3	0	R	?	none	11552
7	5268	18.0	0	H	?	none	11552
8	2594	20.4	0	z	AB	none	11537
9	2300	21.4	0	i	AB	none	11537
10	2620	22.5	0	r	AB	none	11537
11	840	20.0	0	R	?	none	11528
