time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
10236.0	6.958583175635919e-14	6.413242073893889e-15	r'	-13.278699011738771	4.010130277215148	21.3	0.1	manual
884.0	3.0515285611735964e-13	1.0370972563486545e-13	R	-12.630548565630322	2.946452265013073	19.467	0.369	manual
1855.0	2.080259141474995e-13	6.064106689925742e-14	R	-12.796948565630323	3.268343913951065	19.883	0.3165	manual
3711.0	1.3922506814991246e-13	3.821284592597376e-14	R	-12.971348565630322	3.569490954348783	20.319	0.298	manual
7114.0	8.79260248640586e-14	2.8424984441004e-14	R	-13.170948565630324	3.852113860849762	20.818	0.351	manual
13733.0	6.150599366160996e-14	1.2547778674361828e-14	R	-13.326148565630325	4.137765420057343	21.206	0.2215	manual
23828.0	3.43967523160179e-14	9.947702010762066e-15	R	-13.578548565630324	4.377087591426808	21.837	0.314	manual
913.0	4.477554598732557e-13	1.0278389738237406e-13	I	-12.4287997446569	2.960470777534299	18.443	0.247	manual
1486.0	4.171006727082435e-13	9.213143537549822e-14	I	-12.4595997446569	3.1720188094245563	18.52	0.2375	manual
2975.0	1.732370941297163e-13	3.818653501792004e-14	I	-12.8411997446569	3.4734869700645685	19.474	0.237	manual
6746.0	1.1723057368774362e-13	2.921296451981298e-14	I	-13.010799744656898	3.829046336853183	19.898	0.2685	manual
11301.0	8.117847533321342e-14	2.5580013572322683e-14	I	-13.1703997446569	4.05311687492293	20.297	0.3405	manual
22280.0	5.864633681743468e-14	1.3435715322606162e-14	I	-13.3115997446569	4.347915186501691	20.65	0.2465	manual
