time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
56755.0	3.5991780735709365e-14	3.390141419796115e-15	g	-13.591682358664151	4.754004128010632	22.3	0.1	manual
56755.0	3.4715427070651694e-14	3.1979223020404385e-15	r	-13.561784120631287	4.754004128010632	22.0	0.1	manual
56755.0	3.3393647039117993e-14	3.1039015835873847e-15	i	-13.552360945222128	4.754004128010632	21.8	0.1	manual
56755.0	3.348040573288607e-14	3.1902392044281903e-15	z	-13.53175776791982	4.754004128010632	21.6	0.1	manual
56755.0	2.0855916934995658e-14	3.954070909570749e-15	J	-13.712514870308254	4.754004128010632	20.9	0.2	manual
56755.0	1.1345611207353223e-14	3.220615558364425e-15	H	-13.965275244412092	4.754004128010632	20.8	0.3	manual
1829.0	6.097296283867843e-13	2.0228697178003883e-13	v	-12.34904423024722	3.262213705476417	19.09	0.36	manual
1500.0	1.4103698951749766e-12	1.7849150186653804e-13	u	-12.069684652441245	3.1760912590556813	18.76	0.13	manual
1903.0	8.343207199816031e-13	2.1027788674670004e-13	u	-12.297684652441244	3.2794387882870204	19.33	0.27	manual
4424.0	5.206219953584507e-13	5.275316187735637e-14	r	-12.385784120631287	3.645815118296642	19.06	0.11	manual
4424.0	5.101100177773908e-13	3.812402068301147e-14	i	-12.368360945222127	3.645815118296642	18.84	0.08	manual
