49.6	16.5	0	Unfiltered	5955
84.6	17	0	Unfiltered	5955
91.7	17	0	Unfiltered	5955
81.2	18.1	0	Unfiltered	5955
270.7	18.5	0	Unfiltered	5955
415	19.6	0	v_swift	5973
12793.5	20.4	0	v_swift	5973
12402.5	20.8	0	b_swift	5973
1130	19.4	0	u_swift	5973
1178	19.2	0	uvw1_swift	5973
1161	19.3	0	uvm2_swift	5973
1187	19.3	0	uvw2_swift	5973
36792	22.4	0	R	5976
32190	18.3	0	Ic	5977
32190	19.7	0	Rc	5977
32190	19.4	0	g'	5977
20160	19.6	0	Ic	5979
20160	20.4	0	Rc	5979
20160	20.6	0	g'	5979
23785.5	21.6	0	R	5969
55778	23.8	0	R	5986
