Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            406.1000             124.8500    1.3995872612011509e-03    3.8672026281120656e-05
            691.2000               9.8500    7.6207896970544649e-04    5.6152055226997373e-05
           1209.6000              96.7500    4.5498803258070932e-04    3.3524758127060912e-05
           7007.0000              99.8500    9.2469809595205164e-05    6.8134275601737323e-06
          18308.2000             358.9500    4.0738023847086329e-05    3.0016886121191426e-06
          34862.4000             453.5000    2.1777095417678578e-05    2.2063191357233784e-06
          41446.1000             346.5000    2.1978596403675739e-05    2.6315946748480145e-06
          55391.0000            3742.2000    1.1748974197326523e-05    1.5149687629179951e-06
          72731.5000            3740.9500    4.7206298052467718e-06    1.5217512984826931e-06
         136373.8000           31688.3000    3.0902950153848745e-06    9.1080543234870476e-07
         190434.2000           17138.3000    4.2266855918601523e-06    1.3625224923467695e-06
         256798.1000           43965.5000    2.4099050944668711e-06    6.6588140469531700e-07
         311670.7000            6000.1000    4.0364534009001332e-06    1.1896675452212038e-06
