time_sec	flux	flux_err	band	source
2120	3.174180428385772e-14	4.508106520661942e-16	g'	16392
2120	7.652231877897256e-14	1.4096219276109603e-14	r'	16392
2120	1.9938193112877544e-13	1.845094592907137e-14	i'	16392
2120	2.492736704731087e-13	2.3369903787996674e-14	z'	16392
2120	1.1709313221542512e-13	2.189598531427129e-14	J	16392
2120	1.0320911809857115e-13	1.961239325271301e-14	H	16392
2120	1.2622484187013503e-13	7.754164748838511e-15	K	16392
414.5	3.5969899987039485e-14	1.0780148115788152e-15	u_swift	16397
1144	3.071905396988251e-13	2.602293270154662e-15	v_swift	16397
642.5	2.2021097698602118e-13	4.278736598671227e-15	b_swift	16397
502	3.5969899987039485e-14	1.0780148115788152e-15	u_swift	16397
1194	8.436387411205297e-14	3.672152967206149e-15	uvw1_swift	16397
1169	6.60270593000284e-14	3.4621566340155505e-15	uvm2_swift	16397
689.5	1.925841975117663e-14	1.0809856102940746e-15	uvw2_swift	16397
