#Time (days)	mag	err	band
0.552		19.80	0.02	r
0.556		19.81	0.02	r
0.561		19.81	0.01	r
0.568		19.82	0.01	r
0.577		19.85	0.01	r
0.586		19.86	0.01	r
0.595		19.89	0.01	r
0.604		19.91	0.01	r
0.613		19.92	0.01	r
0.622		19.92	0.01	r
0.631		19.95	0.01	r
0.640		19.98	0.01	r
0.648		19.99	0.01	r
0.657		19.99	0.01	r
0.666		20.01	0.01	r
0.675		20.04	0.01	r
0.684		20.05	0.01	r
0.693		20.05	0.01	r
0.702		20.06	0.01	r
1.700		21.32	0.03	r
2.626		22.01	0.04	r
3.707		22.65	0.12	r
5.686		23.20	0.06	r
7.675		23.68	0.11	r
18.654		24.08	0.16	r
25.669		24.17	0.12	r
59.538		24.33	0.13	r
89.434		24.40	0.18	r
1499.564	24.52	0.12	r
