time_sec	flux	flux_err	band_init	band_norm	source
3230	1.323646828331769e-12	6.013847808361404e-14	v_swift	R	astro-ph0509060
3648	1.2066412966148978e-13	6.9619769882792965e-15	u_swift	R	astro-ph0509060
5382	5.822769517514899e-13	7.318954401325515e-15	b_swift	R	astro-ph0509060
11201	3.9973495164251936e-13	8.48931706475719e-15	v_swift	R	astro-ph0509060
17041	1.3230558723041798e-14	2.65974765248974e-15	u_swift	R	astro-ph0509060
22827	2.765490197050788e-13	1.422025650651664e-14	v_swift	R	astro-ph0509060
28609	1.590663020283033e-14	2.112390361517822e-15	u_swift	R	astro-ph0509060
40193	1.206641296614898e-14	3.3411259807644506e-15	u_swift	R	astro-ph0509060
3648	1.587295871645582e-13	3.665194364334887e-14	U	R	Li_Liang
17041	1.7404353140874688e-14	8.020659442517963e-15	U	R	Li_Liang
28609	2.092463478879559e-14	7.717422607989545e-15	U	R	Li_Liang
40193	1.5872958716455822e-14	8.776022217905208e-15	U	R	Li_Liang
