time_sec	mag	mag_err	band	source
2673.8	19.907791008811415	0.118396	r	nissim
11633.35	21.493114008811414	0.041875	r	nissim
2105.8	20.236361322521567	0.143289	i	nissim
2205.0	20.378354322521567	0.154817	i	nissim
2293.1	20.34222332252157	0.144225	i	nissim
2390.1	20.514771322521568	0.160424	i	nissim
2478.5	20.349293322521568	0.131087	i	nissim
2576.8	20.30561232252157	0.118558	i	nissim
2673.7	20.142162322521568	0.097766	i	nissim
2760.9	20.65758132252157	0.151344	i	nissim
2849.2	20.78813932252157	0.168906	i	nissim
2951.1	20.356492322521568	0.109895	i	nissim
3051.1	20.55848532252157	0.12647	i	nissim
3138.25	20.228720322521568	0.091942	i	nissim
3235.2	20.45023632252157	0.117605	i	nissim
3323.1	20.57818832252157	0.127947	i	nissim
3413.3	20.361119322521567	0.102855	i	nissim
3500.9	20.68672632252157	0.142062	i	nissim
3696.8	20.616797322521567	0.151627	i	nissim
3794.0	20.49739432252157	0.125598	i	nissim
3889.6	20.355268322521567	0.108511	i	nissim
3978.0	20.676131322521567	0.136408	i	nissim
4065.8	20.62087732252157	0.12933	i	nissim
4161.6	20.502557322521568	0.1137	i	nissim
4251.4	20.64650132252157	0.132887	i	nissim
4341.1	20.65765032252157	0.136914	i	nissim
4429.2	20.463869322521568	0.119413	i	nissim
4524.9	20.475357322521567	0.115726	i	nissim
4620.7	20.57937332252157	0.131723	i	nissim
4712.1	20.64020132252157	0.14122	i	nissim
4887.8	20.695348322521568	0.142209	i	nissim
4983.7	20.893554322521567	0.156722	i	nissim
5095.4	20.624025322521568	0.124225	i	nissim
5282.0	20.642144322521567	0.142225	i	nissim
6023.5	20.69751232252157	0.164424	i	nissim
6299.6	20.71676332252157	0.12196	i	nissim
6485.5	21.017352322521567	0.170796	i	nissim
6593.4	20.950024322521568	0.155798	i	nissim
6683.8	20.93797732252157	0.148601	i	nissim
6863.9	20.703891322521567	0.123354	i	nissim
7041.6	21.15666632252157	0.184893	i	nissim
7508.2	20.981340322521568	0.149413	i	nissim
7685.8	21.234385322521568	0.184894	i	nissim
8518.7	20.88144232252157	0.133123	i	nissim
8698.3	20.96001032252157	0.139815	i	nissim
8785.3	21.09156732252157	0.162794	i	nissim
10202.8	21.279262322521568	0.214271	i	nissim
11130.2	20.82885432252157	0.142512	i	nissim
13331.5	21.27631532252157	0.187323	i	nissim
13698.5	20.99550532252157	0.149679	i	nissim
11633.35	21.10629232252157	0.018561	i	nissim
11633.35	20.39693928583318	0.261581	z	nissim
