time_sec	flux	flux_err	band	logF	logT	mag	mag_err
18146.0	8.177277409810364e-13	6.228536458368078e-14	g	-12.087391268787423	4.2587809065412605	18.57	0.08
18146.0	7.856773785623039e-13	4.34366715027039e-14	r	-12.104755751000448	4.2587809065412605	18.36	0.06
18146.0	7.444667768081002e-13	3.5474073473999796e-14	i	-12.128154678665144	4.2587809065412605	18.22	0.05
191998.0	9.104251555213168e-14	4.1952398973572985e-15	r	-13.040755751000448	5.283296704779135	20.7	0.05
410.0	1.94985323108965e-12	1.9872160831521789e-13	v	-11.709998077523004	2.6127838567197355	17.51	0.11
80.0	1.0089186514208812e-11	5.494638318394006e-13	u	-10.99614384928665	1.9030899869919435	16.14	0.04
484.0	5.493588822008676e-12	3.751188706760905e-13	u	-11.260143849286651	2.6848453616444123	16.8	0.06
6239.0	2.4426213608838485e-12	1.3302678970141526e-13	u	-11.61214384928665	3.7951149856303634	17.68	0.04
632.0	1.019849421429852e-18	8.368240729512574e-20	uvw1	-17.991463946149473	2.800717078282385	16.87	0.06
5485.0	2.5398002905744787e-18	2.788259410480461e-19	uvm2	-17.595200431455407	3.73917663191073	16.86	0.09
1505.0	1.7087381330140917e-18	1.734690279678152e-19	uvw2	-17.767324488537884	3.1775364999298623	17.04	0.07
