Time	Mag	MagErr	Band		GCN
236	>19.6	?	White_swift	31466
15736   >17.5 	?	Clear		31470
40680.	20.81	0.12	z		31480
25596.	>19.14	?	R		31481
25596. 	20.64	0.30	I		31481
236.5	>20.5	?	white(FC)_swift	31482
445.	>20.0	?	u(FC)_swift	31482
580.	>20.7	?	white_swift	31482
747.5	>18.4	?	v_swift		31482
673.	>19.4	?	b_swift		31482
532.	>20.0	?	u_swift		31482
710.	>19.3	?	w1_swift	31482
772.	>18.7	?	m2_swift	31482
723.5	>18.9	?	w2_swift	31482
76680	>19.0	?	g'		31488
76680.	>19.5	?	Rc		31488
76680.	>19.2	?	Ic		31488
10947.7	>19.3	?	R		31520
13939.8	>20.5	?	R		31520
17750.9	>19.4	?	R		31520
124200.	>23.2   ?   	g'		31522
124200.	>23.4   ?   	r'		31522
124200.	>23.0   ?   	i'		31522
124200.	>21.4   ?   	J		31522
124200.	>21.1   ?   	H		31522
124200.	>19.3   ?   	K		31522
